Case #,Crime,Occurred (Averaged),Location,lon,lat
25-00698,2800(A): VC; Fail To Obey Peace Officer:lawful Order Or Inspection; Misdemeanor,2025-03-08 2:54,Bancroft Wy,-122.28565157020569,37.86528873030079
25-00699,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2025-03-08 3:29,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-00720,OA-BPD: Outside Assist - BPD *(cid:50)(cid:36)(cid:16)(cid:54)(cid:40 (cid:54)(cid:72)(cid:91)(cid:88)(cid:68),2025-03-08 11:30,2050 Durant Av,-122.2682418,37.8664878
25-00700,Caslty: Injury/Illness,2025-03-08 13:17,2600 Bancroft Wy,-122.25659417878072,37.86876625
25-00704,WELFARE: Welfare Check,2025-03-08 19:12,715 Kinkead Wy,-122.272863,37.8708393
25-00703,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-08 19:28,Moffitt Library,-122.2598416,37.873349
25-00705,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor,2025-03-08 20:55,4927 Happy Valley Rd,-122.272863,37.8708393
25-00706,5150: WI; 72 Hour Mental Health Hold;,2025-03-09 0:46,2401 Durant Av,-122.26110790700152,37.8680285
25-00707,Caslty: Injury/Illness,2025-03-09 1:20,1950 Oxford St,-122.26642930385086,37.87369003850856
25-00708,22651 (b): VC; Vehicle Parked Obstructing Normal Traffic; Infraction,2025-03-09 7:41,Gayley Rd,-122.25611709380318,37.87475781058154
25-00879,Lost Prop.: Lost Property,2025-03-09 10:21,2220 Piedmont Av,-122.25286288751197,37.87097791199431
25-00710,10852: VC; Tamper With Vehicle; Misdemeanor,2025-03-09 11:40,1995 University Av,-122.2717944,37.8722619
25-00711,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-09 13:00,Bauer Wurster Hall,-122.25490130888858,37.87058195
25-01000,460(B): PC; Burglary:second Degree; Felony,2025-03-09 13:30,Jackson St,-122.272863,37.8708393
25-00773,INFO: Information Only Report,2025-03-09 13:52,McCone Hall,-122.25970862318384,37.87412275
25-00714,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-09 19:17,Valley Life Science Building,-122.262078,37.871144
25-00712,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-09 19:25,2415 Bowditch St,-122.25621929426624,37.866137951654
25-00713,487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-03-09 19:45,2301 Bancroft Wy,-122.260816,37.868605
25-00717,INFO: Information Only Report,2025-03-09 22:00,Campus Unspecified Campus Location Campus,-122.288608,37.868541
25-00715,WELFARE: Welfare Check,2025-03-10 2:56,2400 Durant Av,-122.260114,37.86724
25-00716,OA-BPD: Outside Assist - BPD *(cid:50)(cid:36)(cid:16)(cid:57)(cid:40 (cid:57)(cid:72)(cid:75)(cid:76)(cid:70),2025-03-10 4:44,03102025 0409 2650 Haste St,-122.2560025249778,37.86647419644383
25-00784,647(E): PC; Disorderly Conduct:lodge Without Owners Consent; Misdemeanor,2025-03-10 9:00,2223 Fulton St,-122.2662765589625,37.86844117115035
25-00802,Lost Prop.: Lost Property,2025-03-10 9:03,2121 Berkeley Wy,-122.2683576,37.8737831
25-00718,Caslty: Injury/Illness,2025-03-10 10:43,Calvin Lab,-122.298058,37.863911
25-00719,OA-BPD: Outside Assist - BPD(cid:3)SUPP: Supplemental Reports *(cid:50)(cid:36)(cid:16)(cid:54)(cid:40 (cid:16)(cid:3)(cid:54)(cid:72)(cid:91)( *(cid:41)(cid:82)(cid:81)(cid:71)(cid:79 *(cid:41)(cid:82)(cid:81)(cid:71)(cid:79,2025-03-10 13:20,Hearst Av,-122.29109499749464,37.87060032614356
25-00721,PRODAM: Property Damage,2025-03-10 13:53,2451 Hearst Av,-122.26240549494948,37.87467506060607
25-00722,487(A): PC; Grand T(cid:3) heft:money/Labor/Property; Felo 647(H): PC; Disorderly Conduct:loiter/Et Private Property; Misdemeanor,2025-03-10 20:53,2301 Bancroft Wy,-122.260816,37.868605
25-00724,PRODAM: Property Damage,2025-03-11 6:58,2175 Gayley Rd,-122.25611709380318,37.87475781058154
25-00730,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2025-03-11 10:40,Valley Life Science Building Valley Life Science,-122.272863,37.8708393
25-00726,470B: PC; Possess Driver's License/Identification To Commit Forgery Felony,2025-03-11 11:22,Sproul Hall,-122.25877388866844,37.8696038
25-00728,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-11 11:30,2301 Bancroft Wy,-122.260816,37.868605
25-00826,484G(B): PC; Unauth Use Accss Crd 950+; Felony,2025-03-11 12:00,Mulford Hall,-122.26429165961542,37.87268705
25-00725,DEMO: Demonstration,2025-03-11 12:44,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
25-00729,Civil: Civil Information Report,2025-03-11 13:05,Dwinelle Hall,-122.2607432628604,37.8707285
25-00737,INFO: Information Only Report,2025-03-11 14:07,Upper Fire Trail,-122.272863,37.8708393
25-00749,OA-BATTERY: Outside Assist - Battery,2025-03-11 15:01,2425 Prospect St,-122.2493091439129,37.86650745
25-00743,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-11 15:30,Mulford Hall,-122.26429165961542,37.87268705
25-00736,530.5(A): PC; Get Credit/Etc Other's Id; Felony SUPP: Supplemental Reports,2025-03-11 19:16,Sproul Hall,-122.25877388866844,37.8696038
25-00731,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-11 19:40,Wheeler Hall,-122.25917403060896,37.87132175
25-00732,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2025-03-11 21:46,2200 Bancroft Wy,-122.26563645726156,37.8673933
25-00733,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-03-12 0:59,Shattuck Av,-122.26630775167496,37.85369625053443
25-00734,FIRE: Fire,2025-03-12 2:27,Cesar Chavez Center,-122.26015656396348,37.8697482
25-00735,Caslty: Injury/Illness,2025-03-12 3:30,2645 Haste St,-122.2544244,37.8673072
25-00757,Lost Prop.: Lost Property,2025-03-12 10:00,Valley Life Science Building,-122.262078,37.871144
25-00866,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-12 10:23,Valley Life Science Building,-122.262078,37.871144
25-00739,OA-BPD: Outside Assist - BPD OA-BATTERY: Outside Assist - Battery,2025-03-12 10:31,Durant Av,-122.2636587081442,37.86721299757068
25-00800,Lost Prop.: Lost Property,2025-03-12 11:30,Evans Hall,-122.25768131042068,37.8736211
25-00755,484G: PC; Theft By Use Of Access Card Information; Misdemeanor,2025-03-12 12:00,1608 Fourth St,-122.30222713682431,37.8731658
25-00738,Caslty: Injury/Illness,2025-03-12 13:27,North Gate Hall,-122.25945332794014,37.87487345
25-00744,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2025-03-12 14:00,Cheit Hall,-122.25431333014384,37.87184365
25-00747,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-12 14:10,Morrison Hall,-122.25646922657933,37.870844250000005
25-00765,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-12 17:30,1051 Monroe St,-122.272863,37.8708393
25-00776,459: PC; Burglary: Second Degree; Felony,2025-03-12 21:18,2309 Haste St,-122.262837,37.865683
25-00750,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related,2025-03-12 23:13,2650 Haste St,-122.2560025249778,37.86647419644383
25-00751,1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor 11377(A): HS; Possess Controlled Substan Misdemeanor 11364(A): HS; Possess Unlawful Paraphern Misdemeanor,2025-03-13 0:28,Kinkead Wy,-122.272863,37.8708393
25-00753,459: PC; Burglary:first Degree; Felony,2025-03-13 1:15,Bechtel Center,-122.2581895855648,37.8742408
25-00758,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-13 3:10,Hildebrand Hall,-122.25574850455492,37.872667
25-00752,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related Caslty-Drug Inv: Injury/Illness - Drug R,2025-03-13 4:35,Sproul Hall,-122.25877388866844,37.8696038
25-00754,Caslty: Injury/Illness,2025-03-13 7:31,2301 Bancroft Wy,-122.260816,37.868605
25-00756,INFO: Information Only Report,2025-03-13 8:30,Ohlone Av,-122.28625819274318,37.87527609510227
25-00759,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2025-03-13 12:00,2200 Bancroft Wy,-122.26563645726156,37.8673933
25-00761,SUPP: Supplemental Reports 626: Exclusion Order Issued,2025-03-13 13:23,Dwinelle Plaza,-122.260125,37.870618
25-00763,PRODAM: Property Damage,2025-03-13 14:09,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-00762,DEMO: Demonstration,2025-03-13 16:38,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-00764,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2025-03-13 17:56,Evans Hall,-122.25768131042068,37.8736211
25-01738,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-14 0:00,540 Red Oak Av,-122.272863,37.8708393
25-00766,WELFARE: Welfare Check,2025-03-14 1:31,2601 Warring St,-122.250147,37.864041
25-00767,Caslty: Injury/Illness,2025-03-14 5:29,2601 Warring St,-122.250147,37.864041
25-00769,INFO: Information Only Report *Vandalism *03/14/2025 10,2025-03-14 10:43,02272025 0000 2339 Haste St,-122.262293,37.865814
25-00770,Rec-Stolen: Recovered Stolen Vehicle,2025-03-14 11:32,540 Red Oak Av,-122.272863,37.8708393
25-00774,TC-Non Injury: Traffic Collision Non Injury,2025-03-14 15:48,Bancroft Wy,-122.28565157020569,37.86528873030079
25-00775,INFO: Information Only Report,2025-03-14 19:45,2495 Bancroft Wy,-122.2598545,37.869332
25-00779,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-14 20:00,Physics Building,-122.272863,37.8708393
25-01252,484(A): PC; Petty Theft; Misdemeanor,2025-03-14 20:35,Doe Library,-122.259498421875,37.87219215
25-00777,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related,2025-03-15 0:10,2424 Channing Wy,-122.25951811764706,37.86675558823529
25-00778,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related Caslty-Drug Inv: Injury/Illness - Drug R,2025-03-15 0:14,2650 Haste St,-122.2560025249778,37.86647419644383
25-00780,25661: BP; Possess/Use False Evidence of Age; Misdemeanor,2025-03-15 0:38,Sproul Hall,-122.25877388866844,37.8696038
25-00781,2800.1(A): VC; Evading Peace Officer; Misdemeanor 240: PC; Assault On Person; Misdemeanor SUPP: Supplemental Reports,2025-03-15 1:31,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-00782,Caslty: Injury/Illness,2025-03-15 3:47,2700 Hearst Av,-122.25551,37.875524
25-00783,INFO: Information Only Report,2025-03-15 7:56,580 Ohlone Av,-122.272863,37.8708393
25-00785,415(1): PC; Fight/Challenge Fight Public Place; Misdemeanor 20001(A): VC; Hit And Run Resulting In D Or Injury; Felony,2025-03-15 16:29,1051 Monroe St,-122.272863,37.8708393
25-00801,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-15 18:25,2227 Piedmont Av,-122.2528493741714,37.87087733429054
25-00786,OA-OTHER CRIME: Outside Assist - Other Crime *Aggravated Assault,2025-03-15 20:42,Ninth St,-122.295827932032,37.87299587404387
25-00787,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related,2025-03-16 1:08,1950 Oxford St,-122.26642930385086,37.87369003850856
25-00788,Caslty-Alcohol Inv: Injury/Illness - Alcohol Related,2025-03-16 2:08,2650 Haste St,-122.2560025249778,37.86647419644383
25-00789,Found Prop.: Found Property,2025-03-16 5:19,Cesar Chavez Center,-122.26015656396348,37.8697482
25-00791,487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-03-16 6:30,2700 Hearst Av,-122.25551,37.875524
25-00790,OA-BPD: Outside Assist - BPD OA-BATTERY: Outside Assist - Battery *03,2025-03-16 12:37,2301 Bancroft Wy,-122.260816,37.868605
25-00792,Caslty: Injury/Illness,2025-03-16 15:24,Zellerbach Hall,-122.26078800973944,37.8690496
25-01425,Lost Prop.: Lost Property,2025-03-16 15:55,2220 Piedmont Av,-122.25286288751197,37.87097791199431
25-00795,602.5(B): PC; Unauth Entry Occu Dwling; Misdemeanor,2025-03-16 22:11,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-00793,WELFARE: Welfare Check,2025-03-16 23:59,Sproul Hall,-122.25877388866844,37.8696038
25-00797,484(A): PC; Petty Theft; Misdemeanor,2025-03-17 1:09,670 Kula Gulf Wy,-122.303732,37.8838124
25-00794,12500 (A): VC; Drive Without Licence; Misdemeanor 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction,2025-03-17 1:15,Durant Av,-122.2636587081442,37.86721299757068
25-00806,*OA-VEH BURGLAR: Outside Assist - Vehicle Burglary,2025-03-17 2:21,550 34th St,-122.272863,37.8708393
25-00805,594(A)(2): PC; Vandalism:damage Property; Misdemeanor,2025-03-17 3:28,2309 Haste St,-122.262837,37.865683
25-00796,INFO: Information Only Report,2025-03-17 9:12,2607 Hearst Av,-122.2581442914118,37.87544402301663
25-01309,2 42: PC; Battery On Person; Misdemeanor,2025-03-17 10:00,2401 Durant Av,-122.26110790700152,37.8680285
25-00798,TC-Injury: Traffic Collision Injury,2025-03-17 11:18,Telegraph Av,-122.2590947665617,37.8682597013377
25-00812,INFO: Information Only Report,2025-03-17 18:40,Womens Faculty Club,-122.255105,37.872022
25-01325,INFO: Information Only Report,2025-03-17 19:34,Campus Unspecified Campus Location,-122.272863,37.8708393
25-00851,OA-THEFT: Outside Assist - Theft,2025-03-18 0:00,385 Jayne Avenue,-122.272863,37.8708393
25-00803,WELFARE: Welfare Check,2025-03-18 2:06,2700 Hearst Av,-122.25551,37.875524
25-00807,PRODAM: Property Damage,2025-03-18 3:20,805 Kinkead Wy,-122.272863,37.8708393
25-00804,Caslty: Injury/Illness,2025-03-18 8:33,California Hall,-122.26040950733994,37.87199425
25-00808,INFO: Information Only Report,2025-03-18 12:07,Barrows Lane,-122.2584857382614,37.869530343119656
25-00847,20002 (A): VC; Hit and Run:property Damage; Misdemeanor,2025-03-18 12:15,West Crescent,-122.272863,37.8708393
25-00810,484(A): PC; Petty Theft; Misdemeanor,2025-03-18 15:15,Wheeler Hall,-122.25917403060896,37.87132175
25-00853,Lost Prop.: Lost Property,2025-03-18 19:08,Evans Hall,-122.25768131042068,37.8736211
25-00809,OA-BPD: Outside Assist - BPD MISC: Miscellaneous Report,2025-03-18 22:34,University Av,-122.30852157395006,37.86571873812008
25-00814,11377(A): HS; Possess Controlled Substance; Misdemeanor,2025-03-19 1:15,Morgan Hall,-122.2642396569932,37.87334245
25-00811,626: Exclusion Order Issued 626.6(A): PC; Nnstdnt Refuse Leave Univ; Misdemeanor *647(E): PC; Disorderly Conduct:lodge Without Owners Consent *(cid:25)(cid:23)(cid:26)(cid:11)(cid:40 (cid:58)(cid:76)(cid:87)(cid:75)(cid:82),2025-03-19 9:08,Dwinelle Hall,-122.2607432628604,37.8707285
25-00813,Caslty: Injury/Illness,2025-03-19 11:18,2650 Durant Av,-122.2552301968402,37.86782
25-00818,OA-BPD: Outside Assist - BPD OA-BATTERY: Outside Assist - Battery,2025-03-19 11:36,2300 Bancroft Wy,-122.263244,37.867967
25-00819,INFO: Information Only Report,2025-03-19 12:29,2299 Piedmont Av,-122.2519432,37.8697156
25-00844,INFO: Information Only Report,2025-03-19 12:31,2424 Haste St,-122.25966220370196,37.86568885
25-00817,INFO: Information Only Report,2025-03-19 12:47,200 Centennial Dr,-122.2388985,37.8756959
25-00816,DEMO: Demonstration,2025-03-19 13:08,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-00820,Lost Prop.: Lost Property,2025-03-19 15:48,2601 Warring St,-122.250147,37.864041
25-00821,*OA-VEH BURGLAR: Outside Assist - Vehicle Burglary SUPP: Supplemental Reports,2025-03-20 4:15,03202025 0235 1075 Monroe St,-122.272863,37.8708393
25-00822,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-20 9:00,Law Building,-122.25346010910064,37.8699502
25-00825,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-20 13:53,2151 Berkeley Wy,-122.26776987710174,37.87326659826463
25-00824,25661: BP; Possess/Use False Evidence of Age; Misdemeanor,2025-03-20 14:11,2301 Bancroft Wy,-122.260816,37.868605
25-00827,OA-BPD: Outside Assist - BPD *OA-AUTO THEFT: Outside Assist - Auto Theft,2025-03-20 14:30,Hearst Av,-122.29109499749464,37.87060032614356
25-00828,"OA-OTHER CRIME: Outside Assist - Other Crime OUT WRTF: Other Agency Warrant, Fel",2025-03-20 20:54,UNKNOWN UC SANTA BARBARA,-122.26700075483474,37.867995750000006
25-00829,Caslty: Injury/Illness,2025-03-21 0:44,2650 Durant Av,-122.2552301968402,37.86782
25-00830,626: Exclusion Order Issued 484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-21 8:45,605 Ohlone Av,-122.272863,37.8708393
25-00882,INFO: Information Only Report,2025-03-21 10:10,2495 Bancroft Wy,-122.2598545,37.869332
25-00831,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor 5200 (a): VC; Improper Display of Licens Plates; Infraction 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction,2025-03-21 13:29,Adeline St,-122.268448642717,37.85695208890569
25-00832,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor TRAFFIC INF: VC; Traffic Violations; Infraction,2025-03-21 14:20,San Pablo Av,-122.29394243905432,37.87445438787536
25-00833,INFO: Information Only Report,2025-03-21 14:25,2155 Center St,-122.2663989146527,37.87094645
25-00872,Lost Prop.: Lost Property,2025-03-21 15:00,2121 Berkeley Wy,-122.2683576,37.8737831
25-00834,SUPP: Supplemental Reports Rec-Stolen: Recovered Stolen Vehicle 466: PC; Possess/Etc Burglary Tools; Misdemeanor 484(A): PC; Theft Of Personal Property; Misdemeanor 2800.2(A): VC; Evade Peace Officer With Wanton Disregard For Safety; Felony 10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-21 17:03,2061 Allston Wy,-122.26904740157563,37.86964215
25-00835,OA-BPD: Outside Assist - BPD OA-OTHER CRIME: Outside Assist - Other Crime,2025-03-21 21:26,15 Canyon Rd,-122.24958009215769,37.87005325
25-00836,WELFARE: Welfare Check,2025-03-22 15:56,2333 College Av,-122.25423115947426,37.86809365
25-00837,Caslty: Injury/Illness,2025-03-22 23:29,1950 Oxford St,-122.26642930385086,37.87369003850856
25-00838,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-03-23 0:09,University Av,-122.30852157395006,37.86571873812008
25-00840,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2025-03-23 1:30,Lower Sproul Plaza,-122.26022867883118,37.86920445
25-00839,166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor,2025-03-23 9:41,University Village UVA,-122.272863,37.8708393
25-00848,487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-03-23 18:50,2601 Warring St,-122.250147,37.864041
25-01377,484G: PC; Theft By Use Of Access Card Information; Misdemeanor,2025-03-23 19:32,2415 Bowditch St,-122.25621929426624,37.866137951654
25-00841,SUPP: Supplemental Reports OA-THEFT: Outside Assist - Theft OA-BPD: Outside Assist - BPD OA-OTHER CRIME: Outside Assist - Other C *29610 PC: Minor in Possession of a Fire,2025-03-23 20:57,2580 Bancroft Wy,-122.2577502,37.8687566
25-00842,11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor 626: Exclusion Order Issued FIRE: Fire RULES: Rules Violation 626.6(A): PC; Nnstdnt Refuse Leave Univ; Misdemeanor,2025-03-24 3:15,Dana St,-122.25837473707342,37.8532981263744
25-00843,452(D): PC; Causing Fire Of Property; Misdemeanor SUPP: Supplemental Reports 451(C): PC; Arson:structure/Forest Land; Felony *Arson Attempt *Arson,2025-03-24 6:21,03242025 0621 Zellerbach Hall,-122.260471,37.869253
25-00845,INFO: Information Only Report,2025-03-24 7:26,01012024 0001 Campus Unspecified Campus Location,-122.254895,37.886613
25-00874,20002 (A): VC; Hit and Run:property Damage; Misdemeanor,2025-03-24 11:11,LBNL23,-122.272863,37.8708393
25-00850,242: PC; Battery On Person; Misdemeanor 626: Exclusion Order Issued RULES: Rules Violation,2025-03-24 19:19,Bauer Wurster Hall,-122.25490130888858,37.87058195
25-00911,484(A): PC; Petty Theft; Misdemeanor,2025-03-25 6:15,515 West End Wy,-122.272863,37.8708393
25-00865,Lost Prop.: Lost Property,2025-03-25 9:15,2415 Bowditch St,-122.25621929426624,37.866137951654
25-00852,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor 21453 (A): VC; Fail Stop Limit Line/Cros At Red Signal/Stop Sign; Infractio 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction,2025-03-25 10:02,San Pablo Av,-122.29394243905432,37.87445438787536
25-00855,"OUT WRTM: Other Agency Warrant, Misd 978.5: PC; Bench Warrant/Failure To Appe On Misdemeanor Charge; Misdemeanor 11364(A): HS; Possess Unlawful Paraphern Misdemeanor",2025-03-25 11:16,Ninth St,-122.295827932032,37.87299587404387
25-00856,INFO: Information Only Report,2025-03-25 11:32,Valley Life Science Building,-122.262078,37.871144
25-00860,OA-BPD: Outside Assist - BPD *OA-AUTO THEFT: Outside Assist - Auto Theft,2025-03-25 12:38,Hearst Av,-122.29109499749464,37.87060032614356
25-00857,Caslty: Injury/Illness,2025-03-25 14:07,LBNL85,-122.272863,37.8708393
25-00859,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-03-25 15:38,Channing Wy,-122.29569816420656,37.86174439180047
25-01037,INFO: Information Only Report,2025-03-25 20:33,2465 Bancroft Wy,-122.2606942,37.8687031
25-00862,12500 (A): VC; Drive Without Licence; Misdemeanor 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction,2025-03-25 23:08,College Av,-122.25349276258252,37.86138105573935
25-00864,487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-03-26 1:00,67 Centennial Dr,-122.2428886,37.8775666
25-00863,23152(A): VC; Dui Alcohol; Misdemeanor 23152(B): VC; Dui Alcohol/008 Percent; Misdemeanor TC-Non Injury: Traffic Collision Non Inj,2025-03-26 1:58,Centennial Dr,-122.24849847257846,37.8719471782372
25-00867,5150: WI; 72 Hour Mental Health Hold;,2025-03-26 16:50,485 Ohlone Av,-122.272863,37.8708393
25-00869,Found Prop.: Found Property *10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-26 17:34,Jackson St,-122.272863,37.8708393
25-00868,RULES: Rules Violation,2025-03-26 18:11,Fielding Field,-122.272863,37.8708393
25-00870,Caslty: Injury/Illness,2025-03-27 7:30,2121 Berkeley Wy,-122.2683576,37.8737831
25-00871,PRODAM: Property Damage,2025-03-27 10:11,Cesar Chavez Center,-122.26015656396348,37.8697482
25-01416,Lost Prop.: Lost Property,2025-03-27 12:00,1898 Le Roy Av,-122.258485,37.875445
25-00877,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-03-27 12:45,1000 Sixth St,-122.3027008,37.882828
25-00876,530.5(A): PC; Get Credit/Etc Other's Id; Felony,2025-03-27 12:57,2100 Channing Wy,-122.267354,37.86574
25-00878,Caslty: Injury/Illness,2025-03-27 13:33,Unknown Location,-122.272863,37.8708393
25-00881,459: PC; Burglary:first Degree; Felony *459: PC; Burglary:first Degree; Felony *459: PC; Burglary:first Degree; Felony 182(A)(1): PC; Conspiracy:commit Crime; Felony,2025-03-27 18:31,Strawberry Canyon Center,-122.244277,37.873034
25-00880,Caslty: Injury/Illness *594: PC Vandalism *03/27/2025 *2,2025-03-27 23:08,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-00885,22651(n): VC; Posted Tow Away Zone; Infraction,2025-03-28 3:34,Grizzly Peak Bl,-122.272863,37.8708393
25-00884,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-03-28 11:28,Durant Av,-122.2636587081442,37.86721299757068
25-00886,OA-BPD: Outside Assist - BPD OA-THEFT: Outside Assist - Theft,2025-03-28 16:03,2442 Telegraph Av,-122.25883000812334,37.86626154637067
25-00887,484(A): PC; Petty Theft; Misdemeanor,2025-03-28 18:44,2120 Oxford St,-122.26604463157896,37.87033631578947
25-00888,OA-BPD: Outside Assist - BPD *10851(A): VC; Take Vehicle W/O Owner's Consent /Vehicle Theft; Felony,2025-03-28 18:48,03282025 1744 Warring St,-122.25066450399775,37.86692741880975
25-00889,626: Exclusion Order Issued,2025-03-29 4:50,Faculty Club,-122.25582915900996,37.87183885
25-00890,653M(A): PC; Annoying Telephone Call:obscene/Threatening; Misdemeanor,2025-03-29 15:44,03292025 1413 1 Cyclotron Rd,-122.25346345559628,37.874931643733575
25-01515,415(1): PC; Fight/Challenge Fight Public Place; Misdemeanor *Stalking,2025-03-29 16:51,2400 block of Durant Av,-122.272863,37.8708393
25-00891,Found Prop.: Found Property,2025-03-29 18:31,Bancroft Library,-122.25887678987186,37.8722756
25-00892,SUPP: Supplemental Reports RULES: Rules Violation 23222 (A): VC; Poss Open Container While Driving; Infraction 22651(o)(1): VC; Stored Vehicle-Registra Expired Over 6 Months; Infraction,2025-03-29 22:45,LHS Vista Lot,-122.272863,37.8708393
25-00893,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-03-30 1:33,College Av,-122.25349276258252,37.86138105573935
25-00894,166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor,2025-03-30 9:05,University Village UVA,-122.272863,37.8708393
25-00895,TC-Injury: Traffic Collision Injury,2025-03-30 16:02,Stadium Rim Wy,-122.25193544354336,37.87253304326599
25-00896,22651(o)(1): VC; Stored Vehicle-Registration Expired Over 6 Months; Infraction,2025-03-30 23:40,2645 Haste St,-122.2544244,37.8673072
25-00897,23152(A): VC; Dui Alcohol; Misdemeanor 23152(B): VC; Dui Alcohol/008 Percent; Misdemeanor 23136 (A): VC; Driving Under Influence:u 21 Yrs With B/Alcohol 01; Infraction,2025-03-31 2:00,Durant Av,-122.2636587081442,37.86721299757068
25-00898,Caslty: Injury/Illness,2025-03-31 2:34,1950 Oxford St,-122.26642930385086,37.87369003850856
25-00899,WELFARE: Welfare Check,2025-03-31 3:03,2601 Warring St,-122.250147,37.864041
25-00945,10851(A): VC; Take Vehicle W/O Owner's,2025-03-31 12:00,Memorial Stadium,-122.25073605072416,37.8709949
25-00900,Caslty: Injury/Illness,2025-03-31 12:56,2301 Bancroft Wy,-122.260816,37.868605
25-00901,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2025-03-31 15:35,2100 Channing Wy,-122.267354,37.86574
25-00903,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-31 17:34,Physics Building North,,
25-00921,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-03-31 19:23,2227 Piedmont Av,-122.2528493741714,37.87087733429054
25-00904,INFO: Information Only Report,2025-03-31 20:19,Law Building,-122.25346010910064,37.8699502
25-00909,459: PC; Burglary: Second Degree; Felony,2025-03-31 21:28,Simon Hall,-122.25268594356828,37.8698778
25-00905,Found Prop.: Found Property,2025-03-31 22:35,Valley Life Science Building,-122.262078,37.871144
25-00915,Caslty: Injury/Illness,2025-04-01 1:01,1950 Oxford St,-122.26642930385086,37.87369003850856
