Case #,Crime,Occurred (Averaged),Location,lon,lat
22-03100,OA-SEXUAL ASSAULT: Outside Assist - Sexual Assault *Dating Violence,,On Campus Student Residence Hall,,
22-03101,PRODAM: Property Damage,2022-11-20 12:06,2214 Bancroft Wy,,
22-03102,487(A): PC; Grand Theft:money/Labor/Property; Felony,2022-12-05 13:30,Physics Building Physics Building North,,
22-03103,484(A): PC; Petty Theft; Misdemeanor,2022-12-08 23:45,405 Red Oak Av,,
22-03104,626: Exclusion Order Issued,2022-12-09 13:58,1 Centennial Dr,,
22-03105,WELFARE: Welfare Check,2022-12-09 13:27,2650 Haste St,,
22-03106,INFO: Information Only Report,2022-06-21 14:14,University Village UVA,,
22-03107,487(A): PC; Grand Theft:money/Labor/Property; Felony,2022-12-09 11:00,Bauer Wurster Hall,,
22-03108,Caslty: Injury/Illness,2022-12-09 20:10,2299 Piedmont Av,,
22-03109,459: PC; Burglary:first Degree; Felony,2022-12-08 23:30,Foothill2 Foothill2,,
22-03110,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,,Foothill2 Foothill2 Rev 090418,,
22-03111,484(A): PC; Theft Of Personal Property; Misdemeanor,2022-11-15 23:59,3001 Derby St,,
22-03112,22651(n): VC; Posted Tow Away Zone; Infraction,2022-12-10 20:52,Gooding Wy,,
22-03113,12500 (A): VC; Drive Without Licence; Misdemeanor 5200 (a): VC; Improper Display of License Plates; Infraction 602 Q - Trespass; Public Building After Hours 415 - Disturbing the Peac,2022-12-10 21:57,San Pablo Av,,
22-03114,Caslty: Injury/Illness,2022-12-11 02:35,2650 Haste St,,
22-03115,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-11 06:15,Kula Gulf Wy,,
22-03116,245 (A)(1): PC; Force Or Adw Not Firearm:gbi Likely; Felony,2019-01-01 00:00,On Campus ,,
22-03117,22651 (K): VC; Abandon Vehicle;,2022-12-11 18:39,West End Wy,,
22-03118,22651(n): VC; Posted Tow Away Zone; Infraction,2022-12-11 19:24,Red Oak Av,,
22-03119,484(A): PC; Petty Theft; Misdemeanor 415 - Disturbing the Peace 415 - Disturbing the Peace 10-91 Animal Case; Dog Off Leash,2022-12-09 11:42,485 Ohlone Av,,
22-03120,INFO: Information Only Report,2022-12-12 02:59,Campus Unspecified Campus Location Campus Unspecified,,
22-03121,459: PC; Burglary; Misdemeanor,2022-12-07 17:00,1995 University Av,,
22-03122,OA-UCSF: Outside Assist - UCSF,2022-12-12 11:33,747 52nd St,,
22-03123,459: PC; Burglary:first Degree; Felony,2022-12-10 14:00,2521 Channing Wy,,
22-03124,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-12 17:50,Evans Hall,,
22-03125,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-12 19:08,2301 Bancroft Wy,,
22-03126,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor,2022-12-13 05:07,1301 S 46th St,,
22-03128,5150: WI; 72 Hour Mental Health Hold;,2022-12-13 05:18,2601 Warring St,,
22-03129,484(A): PC; Theft Of Personal Property; Misdemeanor,2022-12-13 03:00,Bauer Wurster Hall,,
22-03130,459: PC; Burglary: Second Degree; Felony 594(A)(1): PC; Vandalism:deface Property; Felony 182(A)(1): PC; Conspiracy:commit Crime; Felony,2022-12-13 02:02,Blum Hall,,
22-03132,532(A): PC; Obtain Money/Etc By False Pretenses; Misdemeanor,2022-09-28 12:00,Haas Pavilion Haas Pavilion,,
22-03134,Lost Prop.: Lost Property,2022-12-06 20:00,Gilman Hall,,
22-03135,Caslty: Injury/Illness,2022-12-13 15:34,2535 Channing Wy,,
22-03136,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-13 14:45,Dwinelle Hall,,
22-03137,488: PC; Petty Theft; Misdemeanor,2022-12-13 10:00,2299 Piedmont Av,,
22-03138,484(A): PC; Theft Of Personal Property; Misdemeanor,2022-12-14 03:28,405 Red Oak Av,,
22-03139,459: PC; Burglary:second Degree; Misdemeanor,2022-12-14 00:30,735 West End Wy,,
22-03140,SUPP: Supplemental Reports 148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde 3056: PC; Violation Parole:felony; Felony 11377(A): HS; Possess Controlled Substance; Felony 466: PC; Possess/Etc Burglary Tools; Misdemeanor 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor,2022-12-14 09:05,Peoples Park Housing Construction Site,,
22-03141,Lost Prop.: Lost Property,2022-07-16 00:00,Campus Unspecified Campus Location Campus Unspecified,,
22-03142,484(A): PC; Petty Theft; Misdemeanor,2022-12-14 09:45,Birge Hall,,
22-03143,Found Prop.: Found Property,2022-12-14 14:35,Physics Building Physics Building,,
22-03144,484(A): PC; Petty Theft; Misdemeanor,2022-12-14 13:22,2220 Piedmont Av,,
22-03145,INFO: Information Only Report,2022-12-14 20:00,Red Oak Av,,
22-03146,Caslty: Injury/Illness,2022-12-15 03:53,2650 Durant Av,,
22-03147,OA-THEFT: Outside Assist - Theft 487(A): PC; Grand Theft:money/Labor/Property; Felony,2022-12-15 05:48,3800 San Pablo Av,,
22-03148,594(B)(1): PC; Vandalism ($400 Or More); Felony 647(I): PC; Peek Inhab Bldg W/Loitrng; Misdemeanor,2022-12-15 05:17,2601 Warring St,,
22-03149,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-14 22:55,2301 Bancroft Wy,,
22-03150,Caslty: Injury/Illness,2022-12-15 12:20,Social Sciences Building Social Sciences Building,,
22-03151,499B(A): PC; Take Bike Out Without Owners Permission; Misdemeanor,2022-12-15 11:46,2495 Bancroft Wy,,
22-03152,Lost Prop.: Lost Property,2022-12-15 13:49,Campus Unspecified Campus Location Campus Unspecified,,
22-03153,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2022-12-15 14:26,2650 Haste St,,
22-03154,Caslty: Injury/Illness,2022-12-15 18:10,3001 Derby St,,
22-03155,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2022-12-15 10:00,Moffitt Library Moffitt Library,,
22-03156,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-15 21:59,Physics Building Physics Building Rev 090418,,
22-03157,PRODAM: Property Damage,2022-12-15 23:40,North Gate North Gate,,
22-03158,Caslty: Injury/Illness,2022-12-16 07:00,1 Cyclotron Rd,,
22-03159,484(A): PC; Petty Theft; Misdemeanor,2022-12-09 02:27,580 Ohlone Av,,
22-03160,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-16 08:00,Memorial Stadium Memorial Stadium,,
22-03161,OA-BPD: Outside Assist - BPD *10851(A): VC; Take Vehicle Without Owner's Consent,2022-12-16 14:21,1995 University Av,,
22-03162,INFO: Information Only Report,2022-12-16 14:57,Dwinelle Hall,,
22-03163,5150: WI; 72 Hour Mental Health Hold; 148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2022-12-16 16:53,2495 Bancroft Wy,,
22-03164,INFO: Information Only Report,2022-12-16 20:56,Giauque Lab Giauque Lab,,
22-03165,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2022-12-16 19:00,Valley Life Science Building Valley Life Science Building,,
22-03166,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-16 20:10,Bauer Wurster Hall,,
22-03167,Caslty: Injury/Illness,2022-12-17 00:18,2650 Durant Av,,
22-03169,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2022-12-17 10:32,2645 Haste St,,
22-03170,Caslty: Injury/Illness,2022-12-17 13:00,Haas Pavilion Haas Pavilion,,
22-03171,"OUT WRTF: Other Agency Warrant, Fel 626.9(B): PC; Have Firearm At Public/Etc School; Felony 626.10(B): PC; Poss Wpn Univ Not F/Arm; Misdemeanor 11377(A): HS; Possess Controlled Substance; Misdemeanor 11370.1(A): HS; Poss Controlled Substance While Armed W/Loaded Firearm; Felony 25850(C)(4): PC; Carry Loaded Firearm:unlawful/Prohibited Possession; Felony SUPP: Supplemental Reports",2022-12-17 13:56,1000 6th Street,,
22-03172,459: PC; Burglary:first Degree; Felony,2022-12-16 19:40,2120 Oxford St,,
22-03173,484(A): PC; Theft Of Personal Property; Misdemeanor,2022-12-17 13:56,945 Ohlone Av,,
22-03174,PRODAM: Property Damage,2022-12-17 04:55,945 Ohlone Av,,
22-03175,487(A): PC; Grand Theft:money/Labor/Property; Felony SUPP: Supplemental Reports,2022-12-17 17:35,Memorial Glade Memorial Glade Rev 090418,,
22-03176,INFO: Information Only Report,2022-12-18 01:53,2328 Telegraph Av,,
22-03177,Caslty: Injury/Illness,2022-12-18 12:45,200 Centennial Dr,,
22-03178,242: PC; Battery On Person; Misdemeanor,2022-12-18 18:13,2223 Fulton St,,
22-03179,12500 (A): VC; Drive Without Licence; Misdemeanor,2022-12-19 01:14,Warring St,,
22-03180,166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 11377(A): HS; Possess Controlled Substance; Felony 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor SUPP: Supplemental Reports,2022-12-19 08:08,Evans Hall,,
22-03181,Caslty: Injury/Illness,2022-12-19 13:58,Minor Hall,,
22-03182,524: PC; Attempted Extortion; Felony *Stalking,,2500 block Channing Wy,,
22-03183,459: PC; Burglary:first Degree; Felony,2022-12-16 02:45,Gill Tract Gill Tract Rev 090418,,
22-03184,166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor,2022-12-20 06:20,Dwinelle Annex Dwinelle Annex,,
22-03185,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2022-12-20 11:35,2309 Haste St,,
22-03186,Lost Prop.: Lost Property,2022-10-25 19:30,Evans Hall,,
22-03187,5150: WI; 72 Hour Mental Health Hold;,2022-12-20 17:49,Sproul Hall,,
22-03188,"SUPP: Supplemental Reports OUT WRTF: Other Agency Warrant, Fel",2022-12-20 22:04,West Crescent West Crescent Rev 090418,,
22-03189,Caslty: Injury/Illness,2022-12-21 09:51,Peoples Park Housing Construction Site,,
22-03190,594(B)(2)(A): PC; Vandalism Less Than $400; Misdemeanor 422.6(B): PC; Damage/Etc Property To Violate Civil Rights; Misdemeanor,2022-12-21 09:52,2400 Durant Av,,
22-03191,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 2800.2: VC; Evade Peace Officer W/Wanton Disregard For Safety (Amended); Felon,2022-12-21 11:07,San Joaquin NORTH Colusa,,
22-03193,OA-BPD: Outside Assist - BPD *Motor Vehicle Theft,2022-12-21 14:33,2301 Bancroft Wy,,
22-03194,459: PC; Burglary; Misdemeanor,2022-12-14 03:00,625 West End Wy,,
22-03195,487(A): PC; Grand Theft:money/Labor/Property; Felony Domestic Violence,2022-12-21 18:11,Haas Pavilion Haas Pavilion 700 block Gooding Wy,,
22-03196,518(A): PC; Extortion; Felony *Stalking,2022-12-21 13:30,2600 block Haste St,,
22-03197,10852: VC; Tamper With Vehicle; Misdemeanor,2022-12-21 16:35,2701 Hearst Av,,
22-03198,242: PC; Battery On Person; Misdemeanor 148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde SUPP: Supplemental Reports,2022-12-22 12:30,Haste St,,
22-03199,WELFARE: Welfare Check,2022-12-22 16:09,2520 Channing Wy,,
22-03200,"OUT WRTM: Other Agency Warrant, Misd 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor 11550(A): HS; Use/Under Influence Of Controlled Substance; Misdemeanor",2022-12-22 18:38,Lower Sproul Garage Lower Sproul Garage Rev 090418,,
22-03201,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2022-12-21 18:02,Cesar Chavez Center Cesar Chavez Center,,
22-03202,594(A)(1): PC; Vandalism:deface Property; Felony,2022-12-23 16:30,Evans Hall,,
22-59969,Aggravated Assault,2022-12-23 23:20,Bowditch St,,
22-03203,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2022-12-19 17:45,Dwinelle Hall,,
22-03204,Lost Prop.: Lost Property,2022-12-24 17:03,UNK Rev 090418,,
22-03205,WELFARE: Welfare Check,2022-12-25 09:30,2424 Haste St,,
22-03206,INFO: Information Only Report,2022-12-25 11:10,1070 Jackson St,,
22-03207,INFO: Information Only Report,2022-12-24 19:00,1898 Le Roy Av,,
22-03208,653X(A): PC; Annoying/Etc Calls To 911; Misdemeanor,2022-12-26 09:09,2214 Bancroft Wy,,
22-03209,SUPP: Supplemental Reports 166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor 4573(A): PC; Smuggle Cntl Sub Jl/Prsn; Felony,2022-12-26 12:32,2495 Bancroft Wy,,
22-03210,INFO: Information Only Report,2022-12-26 14:48,1301 S 46th St,,
22-03211,PRODAM: Property Damage,2022-12-27 10:57,Haas Pavilion Haas Pavilion,,
22-03212,484(A): PC; Theft Of Personal Property; Misdemeanor 496(A): PC; Receive/Etc Known Stolen Property; Felony 166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony,2022-12-27 12:35,2301 Bancroft Wy,,
22-03213,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 487(A): PC; Grand Theft:money/Labor/Property; Felony,2022-12-27 16:24,University Village UVA Rev 090418,,
22-03215,484(A): PC; Petty Theft; Misdemeanor,2022-12-28 12:30,2301 Bancroft Wy,,
22-03216,Civil: Civil Information Report,2022-12-28 22:00,Stanley Hall,,
22-03217,"OUT WRTM: Other Agency Warrant, Misd",2022-12-29 12:11,Haz Mat Facility Haz Mat Facility,,
22-03219,466: PC; Possess/Etc Burglary Tools; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony SUPP: Supplemental Reports,2022-12-29 15:01,Bancroft Wy,,
22-03220,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-12-22 11:00,2223 Fulton St,,
22-03221,OA-BPD: Outside Assist - BPD *Auto burglary,2022-12-29 14:46,2121 Berkeley Wy,,
22-03222,INFO: Information Only Report,2022-08-23 14:32,2495 Bancroft Wy,,
22-03223,INFO: Information Only Report,2022-12-30 01:50,945 Ohlone Av,,
22-03224,484(A): PC; Petty Theft; Misdemeanor,2022-12-19 10:30,2333 College Av,,
22-03225,WELFARE: Welfare Check,2022-12-30 19:37,Sproul Hall,,
22-03226,626: Exclusion Order Issued,2022-12-30 23:19,2650 Durant Av,,
22-03227,MISC: Miscellaneous Report,2022-12-31 12:26,Morrison Hall,,
22-03228,FIRE: Fire,2022-12-31 13:21,Peoples Park Housing Construction Site,,
23-00002,WELFARE: Welfare Check,2022-12-31 17:31,Peoples Park Housing Construction Site Rev 090418,,
22-00210,Caslty: Injury/Illness,2022-02-01 09:30,Minor Hall,,
22-00211,602: PC; Tresspassing 646.9: PC; Stalking Scanned: Add Scanned Documents to Report,2022-02-01 10:40,Evans Hall,,
22-00001,Caslty: Injury/Illness,2022-01-01 14:23,Peoples Park Peoples Park,,
22-00002,594: PC; Malicious Mischief/Vandalism,2022-01-01 23:49,Lower Sproul Garage ASUC Garage Rev 090418,,
22-00003,Caslty: Injury/Illness,2022-01-02 01:18,300 Gooding Wy,,
22-00004,Caslty: Injury/Illness,2022-01-02 08:59,Peoples Park Peoples Park,,
22-00005,OA-THEFT: Outside Assist - Theft,2021-12-31 19:30,3000 Eastman Ave,,
22-00006,HAZMAT: Hazardous Condition,2022-01-02 13:46,Law Building 14 Law Building,,
22-00007,484 G: PC; Theft By Use of Access Card Information,2021-12-29 08:01,2299 Piedmont Av,,
22-00008,PRODAM: Property Damage,2021-12-27 14:00,1301 S 46th St,,
22-00009,484 (A): PC; Theft,2022-01-02 22:42,Lower Sproul Pz Lower Sproul Plaza Rev 090418,,
22-00010,594 (B)(1): PC; Vandalism ($400 Or More),2021-12-31 23:00,Haz Mat Facility Haz Mat Facility,,
22-00011,484 (A): PC; Petty Theft,2021-12-28 12:00,Hildebrand Hall,,
22-00012,Found Prop.: Found Property,2022-01-03 17:58,Lewis Hall,,
22-00013,INFO: Information Only Report,2021-12-29 13:30,2495 Bancroft Wy,,
22-00014,484 (A): PC; Theft,2022-01-04 09:00,1301 S 46th St,,
22-00015,OA-ASSAULT: Outside Assist - Assault Scanned: Add Scanned Documents to Report,2022-01-04 10:05,2300 Telegraph Av,,
22-00016,459V: PC; Burglary Vehicle,2022-01-04 10:17,2451 Hearst Av,,
22-00017,594: PC; Malicious Mischief/Vandalism,2021-12-21 19:18,Weill Hall,,
22-00018,Lost Prop.: Lost Property,2021-12-28 08:00,Davis Hall,,
22-00019,OA-SEX ASSAULT: Outside Assist - Sexual Assault Scanned: Add Scanned Documents to Report,2022-01-02 11:00,LA COUNTY,,
22-00020,PRODAM: Property Damage,2021-12-26 12:00,Alumni House Alumni House Rev 090418,,
22-00021,594: PC; Malicious Mischief/Vandalism,2022-01-04 18:12,Lower Sproul Garage Lower Sproul Garage Rev 090418,,
22-00022,594 (B)(1): PC; Vandalism ($400 Or More),2022-01-05 18:08,GPB Garage GPB Garage,,
22-00023,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-22 00:41,Frank Schlessinger Wy,,
22-00024,653 M(B): PC; Annoy or harass: repeated calls / contact,,PO Box 846 Sacramento,,
22-00025,243.4: PC; Sexual Battery 289: PC; Sexual Penetration By Foreign Object/Etc,2021-08-01 01:00,Peoples Park Peoples Park,,
22-00026,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-06 14:25,West Crescent West Crescent,,
22-00027,459V: PC; Burglary Vehicle,2022-01-06 15:07,5 Centennial Dr,,
22-00028,"242: PC; Battery OUT WRTM: Other Agency Warrant, Misd 626: Exclusion Order Issued SUPP: Supplemental Reports",2022-01-06 20:39,Spieker Pz Spieker Plaza,,
22-00029,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-05 16:15,485 Ohlone Av,,
22-00031,459.5 (A): PC; Burglary: Retail Merchandise Less Than $950,2022-01-07 11:09,2120 Oxford St,,
22-00032,242: PC; Battery,2022-01-07 15:53,Peoples Park Peoples Park,,
22-00034,5150: WI; 72 Hour Mental Health Hold,2022-01-07 18:08,Peoples Park Peoples Park,,
22-00035,459V: PC; Burglary Vehicle,2022-01-07 19:21,Frank Schlessinger Bridge Frank Schlessinger Bridge,,
22-00036,10852: VC; Tamper With Vehicle,2022-01-06 18:35,Red Oak Av,,
22-00037,14601.1(A): VC; Driving While Lic Suspended/Revoked 5201.1(c): VC; Obstructed License Plate,2022-01-07 23:41,LHS Vista Lot,,
22-00038,"484 (A): PC; Theft 594: PC; Malicious Mischief/Vandalism 647 (H): PC; Disorderly Conduct:loiter,prowl private prop w/o lawful business",2022-01-08 02:30,1301 S 46th St,,
22-00039,Civil: Civil Information Report,2022-01-08 10:43,625 West End Wy,,
22-00040,Caslty: Injury/Illness,2022-01-08 12:51,555 Ohlone Av,,
22-00041,242: PC; Battery 626: Exclusion Order Issued,2022-01-08 13:09,Peoples Park Peoples Park,,
22-00042,242: PC; Battery 211: PC; Robbery:second Degree 243 (D): PC; Battery W/Serious Bodily Injury 245 (A)(4): PC; Adw With Force:possible Gbi,2022-01-08 17:45,Upper Sproul Pz Upper Sproul Plaza,,
22-00043,594: PC; Malicious Mischief/Vandalism 314: PC; Indecent Exposure,2022-01-08 20:51,Dwinelle Hall,,
22-00045,OABPD: Outside Assist - BPD 240: PC; Assault,2022-01-05 21:23,2730 Hillegass Av,,
22-00046,10853: VC; Malicious Mischief to Vehicle,2022-01-08 05:00,University Village UVA,,
22-00047,594: PC; Malicious Mischief/Vandalism,2022-01-02 11:25,2451 Hearst Av,,
22-00048,415: PC; Disturb The Peace,2022-01-09 12:40,Upper Sproul Pz Upper Sproul Plaza,,
22-00049,594: PC; Malicious Mischief/Vandalism,2022-01-09 21:29,Lower Sproul Garage ASUC Garage Rev 090418,,
22-00050,594: PC; Malicious Mischief/Vandalism,2022-01-08 23:30,JORDAN FIRE TRAIL,,
22-00051,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-09 20:34,University Village UVA,,
22-00052,Lost Prop.: Lost Property,2022-01-10 10:06,Evans Hall,,
22-00053,594: PC; Malicious Mischief/Vandalism,2021-12-25 23:52,17 Gauss Wy,,
22-00054,459V: PC; Burglary Vehicle,2022-01-08 23:41,2645 Haste St,,
22-00055,415: PC; Disturb The Peace,2022-01-11 10:31,Doe Library Doe Library,,
22-00056,484 (A): PC; Petty Theft,2022-01-04 09:30,405 Red Oak Av,,
22-00057,INFO: Information Only Report,2022-01-11 10:45,2650 Durant Av,,
22-00058,484 (A): PC; Theft,2022-01-09 13:07,2536 Channing Wy,,
22-00059,Caslty: Injury/Illness,2022-01-11 13:58,1123 Jackson St,,
22-00060,Found Prop.: Found Property,2022-01-11 15:43,Sproul Hall,,
22-00061,484 (A): PC; Theft SUPP: Supplemental Reports,2022-01-11 14:00,Evans Diamond Evans Diamond Rev 090418,,
22-00062,FIRE: Fire,2022-01-12 06:02,Peoples Park Peoples Park,,
22-00063,OABPD: Outside Assist - BPD,2021-12-19 10:45,2300 College Av,,
22-00064,484 (A): PC; Theft,2022-01-12 01:15,2299 Piedmont Av,,
22-00065,OABPD: Outside Assist - BPD,2022-01-08 02:00,off campus,,
22-00066,Lost Prop.: Lost Property,2021-12-27 20:00,7 Gauss Wy,,
22-00067,240: PC; Assault 415 (1)(2): PC; Fight/Challenge Fight/Loud Unreason Noise,2022-01-12 16:00,Spieker Pz,,
22-00068,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-01-02 04:00,Memorial Stadium Memorial Stadium,,
22-00069,459V: PC; Burglary Vehicle,2022-01-12 13:07,Grizzly Peak Bl Grizzly Peak Boulevard,,
22-00070,664/459V: PC; Attempt: Vehicle Burglary,2022-01-12 10:45,2645 Haste St,,
22-00071,PRODAM: Property Damage,2021-12-19 20:00,717 Potter St,,
22-00072,Found Prop.: Found Property,2022-01-13 11:41,Sproul Hall,,
22-00073,Lost Prop.: Lost Property,2022-01-13 10:27,2607 Hearst Av,,
22-00074,Caslty: Injury/Illness,2022-01-13 14:19,Peoples Park Peoples Park Rev 090418,,
22-00075,FIRE: Fire,2022-01-14 07:38,Peoples Park Peoples Park Rev 090418,,
22-00076,5150: WI; 72 Hour Mental Health Hold,2022-01-15 01:26,Sproul Hall,,
22-00077,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-05 08:00,2601 Warring St,,
22-00078,Caslty: Injury/Illness,2022-01-14 14:07,Memorial Stadium Memorial Stadium,,
22-00079,148.4 (1): PC; False Tamper With Fire Alarm (Amended),2022-01-15 23:40,2645 Haste St,,
22-00080,Caslty: Injury/Illness,2022-01-16 05:49,Sproul Hall,,
22-00081,Caslty: Injury/Illness,2022-01-16 14:43,945 Ohlone Av,,
22-00082,HAZMAT: Hazardous Condition,2022-01-16 15:27,Northwest Animal Facility Northwest Animal Facility,,
22-00083,148.4 (1): PC; False Tamper With Fire Alarm (Amended),2022-01-16 19:32,2645 Haste St,,
22-00084,Caslty: Injury/Illness,2022-01-17 12:23,2601 Warring St,,
22-00085,484 (A): PC; Petty Theft,2022-01-17 15:13,2495 Bancroft Wy,,
22-00086,Caslty: Injury/Illness,2022-01-17 16:47,Sproul Hall,,
22-00087,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-17 17:04,1301 S 46th St,,
22-00088,242: PC; Battery,2022-01-17 20:28,Lewis Hall,,
21-00063,594: PC; Malicious Mischief/Vandalism,2021-01-18 08:18,Birge Hall,,
21-00064,594: PC; Malicious Mischief/Vandalism,2021-01-18 10:49,2210 Piedmont Av,,
21-00067,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-01-18 20:17,Kroeber Hall,,
21-00073,484 (A): PC; Theft,2021-01-02 15:30,2650 Durant Av,,
22-00098,PRODAM: Property Damage,2022-01-19 00:26,Bancroft Wy,,
22-00099,REPO: Repossessed Vehicle,2022-01-19 01:26,485 Ohlone Av,,
22-00100,"647 (H): PC; Disorderly Conduct:loiter,prowl private prop w/o lawful business MISC: Miscellaneous Report",2022-01-19 05:21,North Sproul Lot,,
22-00101,5150: WI; 72 Hour Mental Health Hold,2022-01-19 09:24,Sproul Hall,,
22-00103,Lost Prop.: Lost Property,2021-01-09 17:31,1301 S 46th St,,
22-00104,Lost Prop.: Lost Property,2021-12-11 12:00,Memorial Stadium Memorial Stadium,,
22-00106,Lost Prop.: Lost Property,2021-01-09 18:16,2220 Piedmont Av,,
22-00107,484 (A): PC; Theft,2021-12-17 12:10,Golden Bear Cafe Golden Bear Cafe Rev 090418,,
22-00108,Caslty: Injury/Illness,2022-01-20 03:17,Lower Sproul Garage Lower Sproul Garage,,
22-00109,451: PC; Malicious Set/Etc Fire to Property/Etc,2022-01-20 05:15,Peoples Park Peoples Park,,
22-00110,Caslty: Injury/Illness,2022-01-05 21:30,Sproul Hall,,
22-00111,Caslty: Injury/Illness,2022-01-20 08:41,Grinnell Path,,
22-00112,Lost Prop.: Lost Property,2022-01-01 04:42,Stanley Hall,,
22-00113,242: PC; Battery,2022-01-20 12:02,Koshland Hall,,
22-00114,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-19 00:00,Bancroft Library Bancroft Library,,
22-00115,Caslty: Injury/Illness,2022-01-12 09:30,ACSO POLICE ACADEMY,,
22-00117,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-20 12:00,2701 Hearst Av,,
22-00118,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-20 11:25,2701 Hearst Av,,
22-00119,530.5 (A): PC; Get Credit/Etc Other's Id,2022-01-20 15:43,2222 Bancroft Wy,,
22-00120,261: PC; Rape:not Specified SUPP: Supplemental Reports 289: PC; Sexual Penetration By Foreign Object/Etc Scanned: Add Scanned Documents to Report 597: PC; Cruelty to Animal 11377 (A): HS; Possess Controlled Substance,2022-01-20 01:00,Santa Rita Jail,,
22-00121,245 (A)(1): PC; Force Or Adw Not Firearm:gbi Likely,2022-01-18 15:30,Peoples Park Peoples Park,,
22-00122,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-20 16:22,2451 Hearst Av,,
22-00123,Caslty: Injury/Illness,2022-01-20 22:49,2401 Durant Av,,
22-00124,INFO: Information Only Report,2022-01-21 11:09,23RD STREET,,
22-00125,Lost Prop.: Lost Property,2022-01-15 03:00,Frank Schlessinger Wy,,
22-00126,484 (A): PC; Theft,2022-01-20 14:35,Foothill6 Foothill6 Rev 090418,,
22-00127,Caslty: Injury/Illness,2022-01-22 01:27,ELLSWORTHDURANT,,
22-00128,PRODAM: Property Damage,2022-01-22 08:13,2234 Piedmont Av,,
22-00129,OA-BOMB: Outside Assist - Bomb Call,2022-01-22 09:03,Sproul Hall,,
22-00130,OA-NON-CRIMINAL: Outside Assist - Non-Criminal,2022-01-22 14:19,Bancroft Wy,,
22-00131,Caslty: Injury/Illness 5150: WI; 72 Hour Mental Health Hold,2022-01-22 14:16,Valley Life Science Building Valley Life Science Building,,
22-00132,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-01-21 12:45,Bowles Lot,,
22-00133,PRODAM: Property Damage,2022-01-22 21:40,Barrows Ln,,
22-00134,242: PC; Battery,2022-01-22 23:30,Peoples Park Peoples Park Rev 090418,,
