Case #,Crime,Occurred (Averaged),Location,lon,lat
23-01071,647.6(A)(1): PC; Annoy/Molest Victim Under 18 Years Of Age; Misdemeanor,2022-10-03 00:00,UNKNOWN Unknown Location,-122.272863,37.8708393
23-01072,DEMO: Demonstration,2023-04-21 12:00,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-01073,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-21 15:43,Pimentel Hall,-122.2560332482143,37.873411
23-01074,INFO: Information Only Report,2023-04-21 15:33,2650 Haste St,-122.2560025249778,37.86647419644383
23-01075,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-12 02:00,2601 Warring St,-122.250147,37.864041
23-01076,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-21 01:00,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-01077,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-21 16:45,2301 Bancroft Wy,-122.260816,37.868605
23-01078,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-21 21:59,Law Building Law Building,-122.25346010910064,37.8699502
23-01079,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-21 18:21,Foothill Lot,-122.25298596214569,37.8741938
23-01080,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-21 13:57,Memorial Glade Memorial Glade Rev 090418,-122.25938931018536,37.8731598
23-01081,12500 (A): VC; Drive Without Licence; Misdemeanor,2023-04-22 01:11,Gayley Rd,-122.25611709380318,37.87475781058154
23-01082,OA-BPD: Outside Assist - BPD *Robbery,2023-04-22 02:53,Dana St,-122.25837473707342,37.8532981263744
23-01083,626.6(A): PC; Nnstdnt Refuse Leave Univ; Misdemeanor 240: PC; Assault On Person; Misdemeanor,2023-04-22 11:00,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-01084,626: Exclusion Order Issued 647(H): PC; Disorderly Conduct:loiter/Etc Private Property; Misdemeanor,2023-04-22 12:47,1110 Jackson St,-122.272863,37.8708393
23-01085,Caslty: Injury/Illness,2023-04-22 13:01,Lower Sproul Plaza Lower Sproul Plaza,-122.2606309,37.8688322
23-01086,Caslty: Injury/Illness,2023-04-22 13:05,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-01087,PRODAM: Property Damage,2023-04-22 15:17,2601 Warring St,-122.250147,37.864041
23-01088,243.4(E)(1): PC; Touch Person Intimately Against Will For Sexual Arousal/Etc; Misde *Unfounded,2023-04-22 14:32,2600 block Warring St,-122.250568,37.863922
23-01089,OA-BPD: Outside Assist - BPD,2023-04-22 18:38,Sproul Hall,-122.25877388866844,37.8696038
23-01090,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-18 18:00,2650 Durant Av,-122.2552301968402,37.86782
23-01091,Caslty: Injury/Illness,2023-04-22 23:22,2650 Haste St,-122.2560025249778,37.86647419644383
23-01092,INFO: Information Only Report ** - VAWA protection,2023-04-22 23:06,670 Kula Gulf Wy,-122.303732,37.8838124
23-01093,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-22 22:00,Zellerbach Hall,-122.26078800973944,37.8690496
23-01094,Caslty: Injury/Illness,2023-04-23 02:32,2401 Durant Av,-122.26110790700152,37.8680285
23-01095,OA-BPD: Outside Assist - BPD 459: PC; Burglary: Second Degree; Felony,2023-04-22 20:45,2114 Berkeley Wy,-122.268110110176,37.873049640620586
23-01096,FIRE: Fire,2023-04-23 16:54,Doe Library Doe Library,-122.259498421875,37.87219215
23-01097,23103 (A): VC; Reckless Driving:highway; Misdemeanor 21113 (A): VC; Trespass With Vehicle Etc:public Grounds; Infraction,2023-04-23 17:49,17 Gauss Wy,-122.243996,37.880633
23-01098,INFO: Information Only Report,2023-04-19 11:29,Sproul Hall,-122.25877388866844,37.8696038
23-01099,PRODAM: Property Damage,2023-04-23 20:25,2650 Haste St,-122.2560025249778,37.86647419644383
23-01100,FIRE: Fire,2023-04-24 04:35,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-01101,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2023-04-24 02:05,2536 Channing Wy,-122.25736188372092,37.86703753488372
23-01102,TRAFFIC INF: VC; Traffic Violations; Infraction,2023-04-24 10:17,Donner Lab Donner Lab,-122.272863,37.8708393
23-01103,594(A)(1): PC; Vandalism:deface Property; Felony,2023-04-24 11:03,2001 Gayley Rd,-122.25611709380318,37.87475781058154
23-01104,INFO: Information Only Report 602: PC; Trespassing; Misdemeanor,2023-04-24 11:00,2650 Durant Av,-122.2552301968402,37.86782
23-01105,Civil: Civil Information Report,2023-04-24 13:47,Moses Hall,-122.2581896639094,37.8709565
23-01106,594(B)(2)(A): PC; Vandalism Less Than $400; Misdemeanor,2023-04-24 14:41,2495 Bancroft Wy,-122.2598545,37.869332
23-01107,484G: PC; Theft By Use Of Access Card Information; Misdemeanor,2023-04-24 14:07,1608 Fourth St,-122.30222713682431,37.8731658
23-01108,OA-BPD: Outside Assist - BPD *Aggravated Assault,2023-04-21 18:10,2315 Durant Av,-122.26228388526792,37.8676834
23-01109,5150: WI; 72 Hour Mental Health Hold;,2023-04-19 14:14,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
23-01110,FIRE: Fire,2023-04-24 17:38,Gill Tract Gill Tract,-122.272863,37.8708393
23-01111,MP: Missing Person,2023-04-24 17:17,Dwinelle Lot,-122.272863,37.8708393
23-01112,242: PC; Battery On Person; Misdemeanor,2023-04-24 18:57,2401 Durant Av,-122.26110790700152,37.8680285
23-01113,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-04-24 19:30,Bauer Wurster Hall,-122.25490130888858,37.87058195
23-01114,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-24 21:26,Evans Hall,-122.25768131042068,37.8736211
23-01115,Caslty: Injury/Illness,2023-04-24 22:59,2205 Piedmont Av,-122.2536120546094,37.87131674150476
23-01116,459: PC; Burglary:first Degree; Felony,2023-04-25 06:39,2521 Hearst Av,-122.2591244,37.8755331
23-01117,INFO: Information Only Report,2023-04-25 08:19,GPB Garage GPB Garage,-122.272863,37.8708393
23-01118,10852: VC; Tamper With Vehicle; Misdemeanor *Motor Vehicle Theft Attempt,2023-04-25 10:18,Pimentel Hall,-122.2560332482143,37.873411
23-01119,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-25 11:26,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-01120,INFO: Information Only Report,2022-11-24 03:00,17 Gauss Wy,-122.243996,37.880633
23-01121,594(A)(2): PC; Vandalism:damage Property; Felony,2023-04-25 12:36,3200 Regatta Bl E Regatta Building,-122.272863,37.8708393
23-01123,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-24 19:45,Chou Hall,-122.2543175695445,37.8723524
23-01124,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-04-25 17:30,McCone Hall,-122.25970862318384,37.87412275
23-01125,Caslty: Injury/Illness,2023-04-25 19:50,2700 Hearst Av,-122.25551,37.875524
23-01126,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-04-25 20:35,Wheeler Hall,-122.25917403060896,37.87132175
23-01127,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-25 19:00,Mulford Hall,-122.26429165961542,37.87268705
23-01128,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-25 20:52,2301 Bancroft Wy,-122.260816,37.868605
23-01129,452(D): PC; Causing Fire Of Property; Misdemeanor,2023-04-25 22:59,2601 Warring St,-122.250147,37.864041
23-01130,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-25 18:30,Doe Library Doe Library Rev 090418,-122.259624,37.872531
23-01131,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-04-26 00:04,2503 Haste St,-122.2585225860627,37.866127513824125
23-01132,415(2): PC; Disturb By Loud/Unreasonable Noise; Misdemeanor,2023-04-26 01:29,Centennial Dr,-122.24849847257846,37.8719471782372
23-01133,PRODAM: Property Damage,2023-04-26 11:44,University Av,-122.30852157395006,37.86571873812008
23-01134,653M(A): PC; Annoying Telephone Call:obscene/Threatening; Misdemeanor,2023-04-16 04:59,1 Cyclotron Rd,-122.25346345559628,37.874931643733575
23-01136,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-25 19:30,Cesar Chavez Center Cesar Chavez Center,-122.260364,37.86962
23-01137,INFO: Information Only Report *Stalking,2023-04-26 16:07,Campus Unspecified Campus Location Campus Unspecified,-122.288608,37.868541
23-01138,594(A)(1): PC; Vandalism:deface Property; Felony 5150: WI; 72 Hour Mental Health Hold; 626: Exclusion Order Issued 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde,2023-04-26 17:15,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-01139,647(J)(1): PC; Peek Bedroom/Etc Inv Priv; Misdemeanor,2023-04-26 20:20,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-01140,12500 (A): VC; Drive Without Licence; Misdemeanor,2023-04-26 22:00,Warring St,-122.25066450399775,37.86692741880975
23-01141,12500 (A): VC; Drive Without Licence; Misdemeanor,2023-04-26 23:23,Channing Wy,-122.29569816420656,37.86174439180047
23-01142,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-26 22:30,Lower Sproul Plaza Lower Sproul Plaza Rev 090418,-122.26022867883118,37.86920445
23-01146,FIRE: Fire,2023-04-27 12:52,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-01147,WELFARE: Welfare Check,2023-04-27 13:16,2299 Piedmont Av,-122.2519432,37.8697156
23-01148,Lost Prop.: Lost Property,2023-04-22 17:07,2415 Bowditch St,-122.25621929426624,37.866137951654
23-01149,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-27 10:15,2155 Center St,-122.2663989146527,37.87094645
23-01150,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-27 10:30,Bauer Wurster Hall,-122.25490130888858,37.87058195
23-01151,PRODAM: Property Damage,2023-04-25 13:00,Strawberry Canyon Center Strawberry Canyon Landscape Services,-122.272863,37.8708393
23-01152,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-04-26 23:30,Law Building Law Building,-122.25346010910064,37.8699502
23-01153,484G(A): PC; Theft By Forged/Invalid Access Card; Misdemeanor,2023-04-27 16:02,1798 Scenic Av,-122.2623505,37.87627025
23-01154,5150: WI; 72 Hour Mental Health Hold;,2023-04-27 19:46,Stern Fire Ln,-122.272863,37.8708393
23-01155,SUPP: Supplemental Reports 10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 466: PC; Possess/Etc Burglary Tools; Misdemeanor 11550(A): HS; Use/Under Influence Of Controlled Substance; Misdemeanor 11377(A): HS; Possess Controlled Substance; Felony 11350(A): HS; Possess Narcotic Controlled Substance; Felony 626.10(B): PC; Poss Wpn Univ Not F/Arm; Felony 626: Exclusion Order Issued,2023-04-27 19:52,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-01156,243.4(A): PC; Sexual Batt By Restraint; Felony,2023-04-27 21:45,Sather Gate Sather Gate,-122.259509,37.8702403
23-01157,242: PC; Battery On Person; Misdemeanor,2023-04-27 22:35,Durant Av,-122.2636587081442,37.86721299757068
23-01198,476: PC; Make/Pass/Etc Ficticious Check With Intent To Defraud; Felony,2023-04-27 15:50,1608 Fourth St,-122.30222713682431,37.8731658
23-01158,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-27 19:38,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-01159,452(D): PC; Causing Fire Of Property; Misdemeanor,2023-04-28 07:35,Gill Tract Gill Tract,-122.272863,37.8708393
23-01160,459: PC; Burglary:first Degree; Felony,2023-04-28 00:04,2645 Haste St,-122.2544244,37.8673072
23-01161,459: PC; Burglary:first Degree; Felony,2023-04-27 12:30,2645 Haste St,-122.2544244,37.8673072
23-01162,INFO: Information Only Report,2023-04-27 19:30,2650 Durant Av,-122.2552301968402,37.86782
23-01163,Civil: Civil Information Report,2023-04-28 13:50,Cesar Chavez Center Cesar Chavez Center,-122.260364,37.86962
23-01164,Caslty: Injury/Illness,2023-04-28 14:34,2601 Warring St,-122.250147,37.864041
23-01165,211: PC; Robbery:second Degree; Felony,2023-04-28 15:44,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-01166,SUPP: Supplemental Reports 3056: PC; Violation Parole:felony; Felony 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor,2023-04-28 16:05,2309 Haste St,-122.262837,37.865683
23-01167,DEMO: Demonstration,2023-04-28 16:17,California Hall,-122.26040950733994,37.87199425
23-01168,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-28 09:50,Cesar Chavez Center Cesar Chavez Center Rev 090418,-122.260364,37.86962
23-01169,HAZMAT: Hazardous Condition,2023-04-28 18:40,Minor Hall,-122.25473783871234,37.8715126
23-01170,PRODAM: Property Damage,2023-04-28 10:34,Gayley Rd,-122.25611709380318,37.87475781058154
23-01171,Caslty: Injury/Illness,2023-04-28 19:13,Zellerbach Hall,-122.26078800973944,37.8690496
23-01172,Caslty: Injury/Illness,2023-04-28 21:43,2535 Channing Wy,-122.25739897674418,37.86719990697674
23-01173,653M(A): PC; Annoying Telephone Call:obscene/ Threatening; Misdemeanor *Stalking,2023-04-28 16:52,UNKNOWN Unknown Location Rev 090418,-122.272863,37.8708393
23-01174,Caslty: Injury/Illness,2023-04-29 03:36,2650 Haste St,-122.2560025249778,37.86647419644383
23-01175,Caslty: Injury/Illness,2023-04-29 05:29,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
23-01176,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-04-29 06:45,2301 Bancroft Wy,-122.260816,37.868605
23-01177,242: PC; Battery On Person; Misdemeanor OA-BPD: Outside Assist - BPD,2023-04-29 11:51,2415 Bowditch St,-122.25621929426624,37.866137951654
23-01178,459: PC; Burglary: Second Degree; Felony,2023-04-29 02:38,Memorial Stadium Memorial Stadium,-122.25073605072416,37.8709949
23-01179,INFO: Information Only Report,2023-04-29 18:42,2650 Durant Av,-122.2552301968402,37.86782
23-01180,Caslty: Injury/Illness,2023-04-29 19:08,2299 Piedmont Av,-122.2519432,37.8697156
23-01181,OA-ROBBERY: Outside Assist - Robbery,2023-04-29 18:52,College Av,-122.25349276258252,37.86138105573935
23-01182,Caslty: Injury/Illness,2023-04-29 21:23,2700 Hearst Av,-122.25551,37.875524
23-01183,242: PC; Battery On Person; Misdemeanor,2023-04-29 21:17,2001 Gayley Rd,-122.25611709380318,37.87475781058154
23-01184,242: PC; Battery On Person; Misdemeanor,2023-04-29 21:33,2001 Gayley Rd,-122.25611709380318,37.87475781058154
23-01186,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-29 19:45,Moffitt Library Moffitt Library Rev 090418,-122.260681,37.872367
23-01187,273.5(A): PC; Inflict Corporal Injury On Spouse/Cohabitant/Datng Relatnshp; Felo,2023-04-29 23:11,Optometry Ln,-122.272863,37.8708393
23-01188,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-29 04:44,2400 Durant Av,-122.260114,37.86724
23-01189,MISC: Miscellaneous Report,2023-04-30 15:20,2401 Durant Av,-122.26110790700152,37.8680285
23-01190,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-29 16:30,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-01191,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-04-30 20:51,2415 Bowditch St,-122.25621929426624,37.866137951654
23-01192,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-04-30 21:34,2701 Hearst Av,-122.256722,37.875615
23-00242,626: Exclusion Order Issued *Stalking,,600 block Ohlone Av,-122.272863,37.8708393
23-00243,INFO: Information Only Report,2023-02-01 01:47,Tan Hall,-122.25645027921992,37.87309405
23-00245,INFO: Information Only Report,2023-02-01 11:06,Foothill Lot,-122.25298596214569,37.8741938
23-00246,470(A): PC; Forgery; Felony,2023-01-30 13:38,1608 Fourth St,-122.30222713682431,37.8731658
23-00248,484(A): PC; Petty Theft; Misdemeanor,2023-01-26 18:45,2495 Bancroft Wy,-122.2598545,37.869332
23-00249,422(A): PC; Threaten Crime With Intent To Terrorize; Felony,2023-02-01 13:19,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00252,FIRE: Fire,2023-02-01 16:29,2121 Berkeley Wy,-122.2683576,37.8737831
23-00253,484(A): PC; Petty Theft; Misdemeanor,2023-02-01 13:35,2495 Bancroft Wy,-122.2598545,37.869332
23-00254,484(A): PC; Petty Theft; Misdemeanor 459: PC; Burglary: Second Degree 242: PC; Battery On Person 415.5(A)(2): PC; Loud/Unreasonable Noise 242: PC; Battery On Person 10851(A): VC; Take Vehicle W/O Owner's Consent/ Vehicle Theft ** - VAWA protection *** - manually added,2023-02-01 17:17,Red Oak Av,-122.272863,37.8708393
23-00255,Caslty: Injury/Illness 5150: WI; 72 Hour Mental Health Hold;,2023-02-02 05:44,2650 Durant Av,-122.2552301968402,37.86782
23-00256,10852: VC; Tamper With Vehicle; Misdemeanor,2023-02-02 00:52,865 Kinkead Wy,-122.272863,37.8708393
23-00258,22651(n): VC; Posted Tow Away Zone; Infraction,2023-02-02 09:13,North Sproul Lot,-122.272863,37.8708393
23-00259,487(A): PC; Grand Theft:money/Labor/Property; Misdemeanor,2023-02-02 00:29,1110 Jackson St,-122.272863,37.8708393
23-00260,Lost Prop.: Lost Property,2023-02-01 15:45,Giannini Hall,-122.26226332170472,37.8734437
23-00262,647(J)(2): PC; Invad Privcy Concld Video; Misdemeanor,2023-02-02 15:48,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00263,INFO: Information Only Report,2023-02-02 16:44,2650 Haste St,-122.2560025249778,37.86647419644383
23-00264,RULES: Rules Violation,2023-02-02 17:35,2645 Haste St,-122.2544244,37.8673072
23-00265,OA-ROBBERY: Outside Assist - Robbery,2023-02-02 00:15,Haste St,-122.26150095271012,37.86565836122066
23-00266,22651(n): VC; Posted Tow Away Zone; Infraction,2023-02-02 17:49,747 Red Oak Av,-122.272863,37.8708393
23-00267,484(A): PC; Petty Theft; Misdemeanor 10851(A): VC; Take Vehicle W/O Owner's Consent/ Vehicle Theft,2023-02-02 08:30,Mulford Hall,-122.26429165961542,37.87268705
23-00268,Lost Prop.: Lost Property,2023-02-02 21:30,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00270,484(A): PC; Petty Theft; Misdemeanor,2023-01-29 13:02,485 Ohlone Av,-122.272863,37.8708393
23-00271,484(A): PC; Petty Theft; Misdemeanor,2023-02-03 10:22,485 Ohlone Av,-122.272863,37.8708393
23-00272,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-03 11:02,South Hall,-122.2585374222892,37.87133485
23-00273,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-02-03 15:37,Wheeler Hall,-122.25917403060896,37.87132175
23-00275,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-02-03 13:45,Foothill Lot,-122.25298596214569,37.8741938
23-00276,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 466: PC; Possess/Etc Burglary Tools; Misdemeanor 11350(A): HS; Possess Narcotic Controlled Substance; Felony 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony,2023-02-03 14:34,2301 Bancroft Wy,-122.260816,37.868605
23-00277,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-01-27 22:15,2301 Bancroft Wy,-122.260816,37.868605
23-00278,PRODAM: Property Damage,2023-02-03 09:53,Barrows Lane,-122.2584857382614,37.869530343119656
23-00282,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-02-01 07:15,1123 Jackson St,-122.272863,37.8708393
23-00279,Caslty: Injury/Illness,2023-02-04 02:27,2700 Hearst Av,-122.25551,37.875524
23-00280,Found Prop.: Found Property,2023-02-04 04:52,2495 Bancroft Wy,-122.2598545,37.869332
23-00281,PRODAM: Property Damage,2023-02-03 23:14,Li Ka Shing Center Li Ka Shing Center,-122.265396,37.87281
23-00284,Caslty: Injury/Illness,2023-02-04 19:01,2601 Warring St,-122.250147,37.864041
23-00285,Found Prop.: Found Property,2023-02-05 00:19,2495 Bancroft Wy,-122.2598545,37.869332
23-00286,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor 5200 (a): VC; Improper Display of License Plates; Infraction,2023-02-05 09:03,Shattuck Av,-122.26630775167496,37.85369625053443
23-00287,273.6(A): PC; Viol Crt Ord Dom Violence; Misdemeanor,2023-02-05 11:47,University Village UVA,-122.272863,37.8708393
23-00288,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-02-05 15:26,2701 Hearst Av,-122.256722,37.875615
23-00289,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-02-05 17:50,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00290,INFO: Information Only Report *Stalking,2023-02-05 19:50,2400 block Durant Av,-122.260114,37.86724
23-00291,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-05 19:00,Zellerbach Hall,-122.26078800973944,37.8690496
23-00292,Caslty: Injury/Illness,2023-02-05 22:51,600 Red Oak Av,-122.272863,37.8708393
23-00293,Caslty: Injury/Illness,2023-02-06 00:43,2299 Piedmont Av,-122.2519432,37.8697156
23-00294,FIRE: Fire,2023-02-06 01:35,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00295,Caslty: Injury/Illness,2023-02-06 03:22,2520 Channing Wy,-122.25740262790698,37.86703251162791
23-00296,459: PC; Burglary:first Degree; Felony,2023-02-04 00:00,2251 College Av,-122.25349276258252,37.86138105573935
23-00297,Caslty: Injury/Illness,2023-02-06 10:43,Sproul Hall,-122.25877388866844,37.8696038
23-00298,WELFARE: Welfare Check,2023-02-05 12:00,2441 Haste St,-122.259104,37.866047
23-00299,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-01 17:00,Spieker Plaza Spieker Plaza,-122.26162743874892,37.869232972407
23-00300,Caslty: Injury/Illness,2023-02-06 11:03,1 Cyclotron Rd,-122.25346345559628,37.874931643733575
23-00301,Caslty: Injury/Illness,2023-02-06 15:17,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00302,SUPP: Supplemental Reports Caslty: Injury/Illness,2023-02-06 15:34,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-00303,Lost Prop.: Lost Property,2023-02-01 10:00,2220 Piedmont Av,-122.25286288751197,37.87097791199431
23-00304,FIRE: Fire,2023-02-06 19:29,Peoples Park Housing Construction Site Rev 090418,-122.272863,37.8708393
23-00305,11350(A): HS; Possess Narcotic Controlled Substance; Misdemeanor 11377(A): HS; Possess Controlled Substance; Misdemeanor,2023-02-07 03:18,2301 Bancroft Wy,-122.260816,37.868605
23-00306,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-02-07 04:49,2701 Hearst Av,-122.256722,37.875615
23-00307,INFO: Information Only Report,2023-02-07 05:53,Campus Unspecified Campus Location Campus Unspecified,-122.288608,37.868541
23-00308,Caslty: Injury/Illness,2023-02-07 07:34,1 Centennial Dr,-122.246969,37.879492
23-00309,261(A)(1): PC; Rape:victim Incapable Of Giving Consent; Felony,2023-02-07 07:08,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00310,11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor 11377(A): HS; Possess Controlled Substance; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor,2023-02-07 08:54,Evans Hall,-122.25768131042068,37.8736211
23-00311,314(1): PC; Indecent Exposure; Misdemeanor 626: Exclusion Order Issued,2023-02-07 09:54,Lower Sproul Garage Lower Sproul Garage,-122.2606309,37.8688322
23-00312,Caslty: Injury/Illness,2023-02-07 11:35,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
23-00313,INFO: Information Only Report,2023-02-07 11:58,Sproul Hall,-122.25877388866844,37.8696038
23-00315,INFO: Information Only Report,2023-02-07 15:14,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
23-00316,243(B): PC; Battery On Peace Officer/Emergency Personnel/Etc; Misdemeanor 626: Exclusion Order Issued SUPP: Supplemental Reports,2023-02-07 16:17,2495 Bancroft Wy,-122.2598545,37.869332
23-00317,23109 (C): VC; Aide/Abet In Exhibition of Speed; Misdemeanor,2023-02-07 16:57,LHS Vista Lot,-122.272863,37.8708393
23-00318,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-07 17:08,2121 Berkeley Wy,-122.2683576,37.8737831
23-00319,Caslty: Injury/Illness,2023-02-07 18:25,Crescent Lawn WEST Oxford St,-122.272863,37.8708393
23-00320,626: Exclusion Order Issued,2023-02-08 01:44,Doe Library Doe Library,-122.259498421875,37.87219215
23-00321,314(1): PC; Indecent Exposure; Misdemeanor,2023-02-08 08:08,2301 Bancroft Wy,-122.260816,37.868605
23-00322,470(D): PC; Forgery:false Checks/Records/Certificates/Etc; Misdemeanor,2023-02-08 09:18,2301 Bancroft Wy,-122.260816,37.868605
23-00324,Lost Prop.: Lost Property,2021-08-27 16:59,Hargrove Music Library Hargrove Music Library,-122.2561330591382,37.870429900000005
23-00325,INFO: Information Only Report,2023-02-08 14:09,Sproul Hall,-122.25877388866844,37.8696038
23-00326,"415(3): PC; Offensive Words In Public Place; Misdemeanor 30305(A)(1): PC; Prohibited Person Own/Possess/Etc Ammunition/Etc; Felony 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor OUT WRTF: Other Agency Warrant, Fel SUPP: Supplemental Reports",2023-02-08 15:35,2495 Bancroft Wy,-122.2598545,37.869332
23-00327,484(A): PC; Petty Theft; Misdemeanor,2023-02-06 11:59,2495 Bancroft Wy,-122.2598545,37.869332
23-00328,647(A): PC; Solicit Lewd Act In Public; Misdemeanor,2023-02-08 17:55,335 Ohlone Av,-122.272863,37.8708393
23-00329,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-08 20:40,2199 Addison St,-122.2665321343369,37.87196635
23-00330,314(1): PC; Indecent Exposure; Misdemeanor,2023-02-09 08:06,2301 Bancroft Wy,-122.260816,37.868605
23-00331,594(A)(2): PC; Vandalism:damage Property; Misdemeanor,2019-02-08 18:00,Gill Tract Gill Tract,-122.272863,37.8708393
23-00332,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-09 08:55,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
23-00333,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-09 03:13,2301 Bancroft Wy,-122.260816,37.868605
23-00334,PRODAM: Property Damage,2023-02-09 11:29,2223 Fulton St,-122.2662765589625,37.86844117115035
23-00335,Lost Prop.: Lost Property,2023-02-03 11:30,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
23-00337,Caslty: Injury/Illness,2023-02-09 14:14,Wheeler Hall,-122.25917403060896,37.87132175
