Case #,Crime,Occurred (Averaged),Location,lon,lat
21-02149,484 (A): PC; Theft,2021-11-26 10:52,335 Ohlone Av,-122.272863,37.8708393
21-02150,Lost Prop.: Lost Property,2021-12-07 17:30,Wheeler Hall,-122.25917403060896,37.87132175
21-02151,Caslty: Injury/Illness,2021-12-09 13:09,Sather Tower Sather Tower,-122.2578158,37.8720577
21-02152,594: PC; Malicious Mischief/Vandalism,2021-12-09 16:20,Bauer Wurster Hall,-122.25490130888858,37.87058195
21-02153,Lost Prop.: Lost Property,2021-12-09 15:47,2121 Berkeley Wy,-122.2683576,37.8737831
21-02154,"OUT WRTF: Other Agency Warrant, Fel SUPP: Supplemental Reports",2021-12-09 18:17,Fielding Field Fielding Field Rev 090418,-122.272863,37.8708393
21-02155,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2021-12-09 19:08,2220 Piedmont Av,-122.25286288751197,37.87097791199431
21-02156,FIRE: Fire,2021-12-10 04:50,Peoples Park Peoples Park,-122.257299,37.865746
21-02157,INFO: Information Only Report,2021-12-10 10:45,Sproul Hall,-122.25877388866844,37.8696038
21-02158,Lost Prop.: Lost Property,2021-10-16 12:00,UNKNOWN Unknown OnCampus Location,-122.272863,37.8708393
21-02159,529: PC; False Personation of Another:spec Cr,2021-12-10 14:00,Bauer Wurster Hall,-122.25490130888858,37.87058195
21-02160,OA-BATTERY: Outside Assist - Battery,2021-12-10 23:00,Unknown on Dwight Rev 090418,-122.272863,37.8708393
21-02162,RULES: Rules Violation,2021-12-11 01:22,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
21-02164,PRODAM: Property Damage,2021-12-11 03:02,Golden Bear Cafe Golden Bear Cafe,-122.259703,37.869831
21-02165,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-12-11 12:50,Sutardja Dai Hall,-122.2583368484039,37.8748734
21-02166,451: PC; Malicious Set/Etc Fire to Property/Etc SUPP: Supplemental Reports,2021-12-11 14:51,Anthropology  Art Practice Building AAPB,-122.25521364874076,37.8698277
21-02167,459V: PC; Burglary Vehicle SUPP: Supplemental Reports,2021-12-11 16:40,LHS Vista Lot,-122.272863,37.8708393
21-02168,Caslty: Injury/Illness SUPP: Supplemental Reports *Aggravated Assault,2021-12-11 19:59,2401 Durant Av,-122.26110790700152,37.8680285
21-02169,487 (A): PC; Grand Theft:money/Labor/Property Over $950 Scanned: Add Scanned Documents to Report,2021-12-11 23:59,1608 Fourth St,-122.30222713682431,37.8731658
21-02170,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-12 06:30,2601 Warring St,-122.250147,37.864041
21-02171,INFO: Information Only Report,2021-12-12 11:37,16396 San Pablo Av,-122.2893962,37.8607537
21-02172,664/10851: PC; Attempt to Operate Vehicle W/O Owner's Consent (Amended),2021-12-12 00:15,2650 Durant Av,-122.2552301968402,37.86782
21-02173,MISC: Miscellaneous Report,2021-12-13 12:03,Dwinelle Hall,-122.2607432628604,37.8707285
21-02174,242: PC; Battery,2021-12-13 14:35,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
21-02175,OA-VEH BURGLARY: Outside Assist - Vehicle Burglary,2021-12-13 20:52,2121 Berkeley Wy,-122.2683576,37.8737831
21-02176,WELFARE: Welfare Check,2021-12-14 02:28,2495 Bancroft Wy,-122.2598545,37.869332
21-02177,PRODAM: Property Damage,2021-12-14 07:57,2601 Warring St,-122.250147,37.864041
21-02178,484 G: PC; Theft By Use of Access Card Information,2021-12-03 00:00,UNKNOWN Unknown Location,-122.272863,37.8708393
21-02179,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2021-12-13 19:28,Li Ka Shing Center Li Ka Shing Center,-122.265396,37.87281
21-02180,290 (A): PC; Duty to Register As Sex Offender Scanned: Add Scanned Documents to Report,2021-12-14 13:13,Sproul Hall,-122.25877388866844,37.8696038
21-02181,5150: WI; 72 Hour Mental Health Hold Scanned: Add Scanned Documents to Report,2021-12-14 15:35,Peoples Park Peoples Park,-122.257299,37.865746
21-02182,OA-NON-CRIMINAL: Outside Assist - Non-Criminal Scanned: Add Scanned Documents to Report,2021-12-14 20:12,2223 Shattuck Av,-122.26811554676252,37.868895853279895
21-02188,484 E: PC; Theft of Credit Card (Amended),2021-08-16 12:00,UNKNOWN Unknown Location Rev 090418,-122.272863,37.8708393
21-02183,484 (A): PC; Theft,2021-12-10 02:30,Chou Hall,-122.2543175695445,37.8723524
21-02184,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-15 03:00,Tan Hall,-122.25645027921992,37.87309405
21-02186,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-15 14:07,Moffitt Library Moffitt Library,-122.2598416,37.873349
21-02187,TC-Non Injury: Traffic Collision Non Injury SUPP: Supplemental Reports,2021-12-15 15:27,Wickson Natural Area Haviland Grove,-122.261049,37.874133
21-02189,626: Exclusion Order Issued,2021-12-15 18:09,Davis Hall,-122.25827894836976,37.87452305
21-02190,Caslty: Injury/Illness,2021-12-15 18:27,2535 Channing Wy,-122.25739897674418,37.86719990697674
21-02191,OA-BURGLARY: Outside Assist - Burglary 653 M(A): PC; Annoying Telephone Call or elec contact:obscene/Threate,2021-12-15 06:28,College Av,-122.25349276258252,37.86138105573935
21-02192,INFO: Information Only Report,2021-12-16 08:41,Bauer Wurster Hall,-122.25490130888858,37.87058195
21-02194,243.4 (D)(1): PC; Touch Person Intimately Against Will For Sexual Arousal/Etc (Ame,2021-12-10 01:27,Campus,-122.288608,37.868541
21-02195,415: PC; Disturb The Peace,2021-12-03 15:30,2415 Bowditch St,-122.25621929426624,37.866137951654
21-02196,602.5: PC; Enter/Etc Noncommercial Dwelling,2021-12-17 01:54,2401 Durant Av,-122.26110790700152,37.8680285
21-02198,148.3 (A): PC; False Report of Emergency,2021-12-17 09:23,University Village UVA,-122.272863,37.8708393
21-02199,487 (A): PC; Grand Theft:money/Labor/Property Over $950 SUPP: Supplemental Reports,2021-12-15 16:00,2503 Haste St,-122.2585225860627,37.866127513824125
21-02200,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-12-17 11:55,1995 University Av,-122.2717944,37.8722619
21-02201,242: PC; Battery 626: Exclusion Order Issued,2021-12-17 18:50,Memorial Glade Memorial Glade,-122.259436,37.873221
21-02202,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-17 18:30,Evans Hall,-122.25768131042068,37.8736211
21-02203,SUPP: Supplemental Reports MP: Missing Person 243 (B): PC; Battery On Peace Officer/Emergency Personnel/Etc,2021-12-17 19:56,Lower Sproul Garage Lower Sproul Garage Rev 090418,-122.260471,37.869253
21-02204,Caslty: Injury/Illness,2021-12-18 06:44,Peoples Park Peoples Park,-122.257299,37.865746
21-02205,Caslty: Injury/Illness,2021-12-18 08:09,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
21-02206,602 (M): PC; Trespass:drive On Private Property (Amended) 626: Exclusion Order Issued,2021-12-18 12:08,2650 Haste St,-122.2560025249778,37.86647419644383
21-02207,487 (A): PC; Grand Theft:money/Labor/Property Over $950 211: PC; Robbery,2021-12-18 11:48,2495 Bancroft Wy,-122.2598545,37.869332
21-02208,Found Prop.: Found Property,2021-12-18 16:02,Haas Pavilion Haas Pavilion Rev 090418,-122.26220609544905,37.86939045
21-02209,5150: WI; 72 Hour Mental Health Hold,2021-12-19 10:34,UVA Ballfields UVA Ballfields,-122.272863,37.8708393
21-02210,417: PC; Exhibit Deadly Weapon/Firearm (Amended),2021-12-19 15:23,Peoples Park Peoples Park Rev 090418,-122.272863,37.8708393
21-02211,Caslty: Injury/Illness,2021-12-20 02:08,Peoples Park Peoples Park,-122.257299,37.865746
21-02212,626: Exclusion Order Issued,2021-12-20 11:14,Bauer Wurster Hall,-122.25490130888858,37.87058195
21-02213,MISC: Miscellaneous Report,2021-12-20 12:54,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
21-02214,594: PC; Malicious Mischief/Vandalism,2021-12-20 14:00,Lower Sproul Pz Lower Sproul Plaza,-122.26022867883118,37.86920445
21-02215,PRODAM: Property Damage,2021-12-20 14:00,Hearst Memorial Gymnasium Hearst Gym Rev 090418,-122.257164,37.874153
21-02216,PRODAM: Property Damage 451: PC; Malicious Set/Etc Fire to Property/Etc 484 (A): PC; Theft,2021-12-10 05:24,2301 Bancroft Wy,-122.260816,37.868605
21-02217,UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd,2021-12-21 09:47,SAN MATEO COUNTY SHERRIFFS,-122.272863,37.8708393
21-02219,MISC: Miscellaneous Report *11350: HS; Possession of a controlled substance *466: PC; Possession of burglary tools,2021-12-21 17:06,Peoples Park Peoples Park Rev 090418,-122.272863,37.8708393
21-02220,22651(o)(1): VC; Stored Vehicle-Registration Expired Over 6 Months **Theft,2021-12-22 00:43,405 Red Oak Av,-122.272863,37.8708393
21-02221,HAZMAT: Hazardous Condition,2021-12-22 05:20,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
21-02222,484 G: PC; Theft By Use of Access Card Information,2021-12-16 11:05,1608 Fourth St,-122.30222713682431,37.8731658
21-02223,273.5 (A): PC; Inflict Corporal Injury On Spouse/Cohabitant,2021-12-21 19:00,300 block West End Way,-122.272863,37.8708393
21-02224,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-12-10 20:59,2645 Haste St,-122.2544244,37.8673072
21-02225,FIRE: Fire,2021-12-22 15:33,Gill Tract Gill Tract,-122.272863,37.8708393
21-02226,"UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd OUT WRTM: Other Agency Warrant, Misd",2021-12-22 19:10,Lower Sproul Garage Lower Sproul Garage Rev 090418,-122.260471,37.869253
21-02227,484 (A): PC; Theft,2021-12-22 03:30,685 Liberty Ship Wy,-122.272863,37.8708393
21-02228,INFO: Information Only Report,2021-12-23 18:05,123 OFarrel St,-122.272863,37.8708393
21-02229,Caslty: Injury/Illness,2021-12-24 04:19,660 Kinkead Wy,-122.272863,37.8708393
21-02230,10852: VC; Tamper With Vehicle 459V: PC; Burglary Vehicle,2021-12-26 08:44,2645 Haste St,-122.2544244,37.8673072
21-02231,Caslty: Injury/Illness,2021-12-27 02:10,Peoples Park Peoples Park,-122.257299,37.865746
21-02232,PRODAM: Property Damage,2021-12-27 08:19,2601 Warring St,-122.250147,37.864041
21-02233,OA-THEFT: Outside Assist - Theft,2021-12-27 15:23,1525 TRUMAN ST,-122.272863,37.8708393
21-02234,459V: PC; Burglary Vehicle,2021-12-27 15:28,Barrows Ln,-122.2584857382614,37.869530343119656
21-02235,459V: PC; Burglary Vehicle,2021-12-27 14:46,LHS East Lot,-122.272863,37.8708393
21-02236,Civil: Civil Information Report,2021-12-26 19:00,California Hall,-122.26040950733994,37.87199425
21-02237,484 (A): PC; Petty Theft 626: Exclusion Order Issued,2021-12-28 14:26,2495 Bancroft Wy,-122.2598545,37.869332
21-02238,Caslty: Injury/Illness,2021-12-28 20:12,Upper Sproul Pz Upper Sproul Plaza,-122.259346,37.869473
21-02239,245 (A)(4): PC; Adw With Force:possible Gbi,2021-12-28 20:45,Peoples Park Peoples Park,-122.257299,37.865746
21-02240,Caslty: Injury/Illness,2021-12-28 21:46,Peoples Park Peoples Park Rev 090418,-122.272863,37.8708393
21-02241,2800.1 (A): VC; Evading Peace Officer 4462.5: VC; Display On Vehicle/Present to Officer Unlawful Registration,2021-12-29 06:13,DWIGHTWARRING Rev 090418,-122.272863,37.8708393
21-02242,242: PC; Battery SUPP: Supplemental Reports,2021-12-30 13:45,Eucalyptus Grove Eucalyptus Grove,-122.26386,37.87131
21-02243,OA-BOMB: Outside Assist - Bomb Call,2021-12-30 08:12,32 Eagle Rock Rd,-122.272863,37.8708393
21-02244,PRODAM: Property Damage Scanned: Add Scanned Documents to Report,2021-12-31 13:15,LBNL33 LBNL33,-122.272863,37.8708393
21-02245,484 (A): PC; Theft Scanned: Add Scanned Documents to Report,2021-12-31 14:07,2301 Bancroft Wy,-122.260816,37.868605
21-00873,626.10 (B): PC; Possess Weapon/Etc On Campus:not Firearm 626.9 (H): PC; Possess/Etc Loaded Firearm:university/Etc 11377 (A): HS; Possess Controlled Substance 11364: HS; Possess Controlled Substance Paraphernalia Scanned: Add Scanned Documents to Report 11370.1: HS; Possess Specified Controlled Substance and Loaded Firearm 25400 (A)(1): PC; Carry Concealed Weapon In Vehicle,2021-07-01 03:42,Centennial Dr,-122.24849847257846,37.8719471782372
21-00874,OA Assist: Outside Agency Assist,2021-07-01 09:43,Union Pacific Railroad NORTH Harrison Street,-122.272863,37.8708393
21-00876,459: PC; Burglary: First Degree Scanned: Add Scanned Documents to Report,2021-07-01 18:08,2601 Warring St,-122.250147,37.864041
21-00877,459V-F: PC; Burglary Vehicle,2021-07-01 13:15,Foothill Lot,-122.25298596214569,37.8741938
21-00878,5150: WI; 72 Hour Mental Health Hold Scanned: Add Scanned Documents to Report 242: PC; Battery,2021-07-01 11:48,2424 Haste St,-122.25966220370196,37.86568885
21-28924,,,Rev 090418,-122.272863,37.8708393
21-00879,10852: VC; Tamper With Vehicle Scanned: Add Scanned Documents to Report,2021-07-02 03:16,Upper Hearst Structure Upper Hearst Structure,-122.25735335427164,37.8757656
21-00880,"10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft 466: PC; Possess/Etc Burglary Tools 182: PC; Criminal Conspiracy 496 (A): PC; Receive/Etc Known Stolen Property [$950 Or Less] OUT WRTF: Other Agency Warrant, Fel 626: Exclusion Order Issued Scanned: Add Scanned Documents to Report",2021-07-02 05:39,West End Wy,-122.272863,37.8708393
21-00881,626: Exclusion Order Issued Scanned: Add Scanned Documents to Report,2021-07-02 16:33,8TH  HARRISON Rev 090418,-122.272863,37.8708393
21-00882,148.4: PC; False Fire Alarm,2021-07-03 01:23,2200 Bancroft Wy,-122.26563645726156,37.8673933
21-00883,484: PC; Theft Scanned: Add Scanned Documents to Report,2021-07-01 12:00,Uva Uva,-122.272863,37.8708393
21-00884,653 X(A): PC; Annoying/Etc Calls to 911,2021-07-03 07:01,Upper Sproul Pz Upper Sproul Pz Rev 090418,-122.272863,37.8708393
21-00886,Caslty: Injury/Illness,2021-07-04 09:55,305 West End Wy,-122.272863,37.8708393
21-00888,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-07-04 19:29,Evans Hall,-122.25768131042068,37.8736211
21-00889,OA Assist: Outside Agency Assist FIRE: Fire Scanned: Add Scanned Documents to Report,2021-07-04 20:06,Uva Uva Rev 090418,-122.272863,37.8708393
21-00890,594: PC; Malicious Mischief/Vandalism,2021-07-05 20:28,Hearst Gym Hearst Gym,-122.272863,37.8708393
21-00891,148.4: PC; False Fire Alarm,2021-07-05 21:00,2536 Channing Wy,-122.25736188372092,37.86703753488372
21-00892,484: PC; Petty Theft,2021-07-05 20:20,Lower Sproul Pz Lower Sproul Pz Rev 090418,-122.26022867883118,37.86920445
21-00893,417 (A)(1): PC; Exhibit Deadly Weapon Other Than Firearm,2021-07-06 11:39,Peoples Park Peoples Park,-122.257299,37.865746
21-00894,242: PC; Battery Scanned: Add Scanned Documents to Report,2021-07-02 14:00,Memorial Stadium Memorial Stadium,-122.25073605072416,37.8709949
21-00896,484 G: PC; Theft By Use of Credit Card [over $400] (Amended),2021-07-03 00:00,Space Sciences Space Sciences,-122.2446195,37.880597
21-00897,374.3 (A): PC; Dump Waste:offensive Matter,2021-06-24 10:43,1608 4th St,-122.30222713682431,37.8731658
21-00898,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-03 13:00,485 Ohlone Av,-122.272863,37.8708393
21-00899,14601.2 (B): VC; Drive While License Restricted For Dui 24603 (A): VC; Stoplamps:vehicle Must Be Equipped With One Or More Scanned: Add Scanned Documents to Report,2021-07-06 23:26,Rim Wy,-122.25193544354336,37.87253304326599
21-00900,OA Assist: Outside Agency Assist SUPP: Supplemental Reports,2021-07-07 09:15,SACRAMENTO,-122.28165063032633,37.86629583927968
21-00901,PRODAM: Property Damage,2021-07-07 13:47,2220 Piedmont Av,-122.25286288751197,37.87097791199431
21-00903,Lost Prop.: Lost Property,2020-10-04 03:09,Stanley Hall,-122.25608574376449,37.87396185
21-00904,10-42: Welfare Check,2021-07-07 22:51,Uva Uva Rev 090418,-122.272863,37.8708393
21-00905,5150: WI; 72 Hour Mental Health Hold Scanned: Add Scanned Documents to Report,2021-07-08 00:37,Uva Uva,-122.272863,37.8708393
21-00906,484: PC; Petty Theft,2021-07-05 06:00,Uva Uva,-122.272863,37.8708393
21-00907,664: PC; Attempt Crime [state Specific Crime] 487 (A): PC; Grand Theft:money/Labor/Property Over $950 10852: VC; Tamper With Vehicle,2021-07-08 05:50,Red Oak Ave,-122.272863,37.8708393
21-00908,RULES: Rules Violation,2021-07-09 00:32,Peoples Park Peoples Park,-122.257299,37.865746
21-00909,Lost Prop.: Lost Property,2021-05-05 16:33,220 Crestview Drive,-122.272863,37.8708393
21-00910,11364: HS; Possess Controlled Substance Paraphernalia 626: Exclusion Order Issued 602 (M): PC; Trespass:drive On Private Property (Amended) 11377 (A): HS; Possess Controlled Substance,2021-07-09 18:04,1050 San Pablo Av,-122.2977954,37.8867394
21-00911,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-10 02:23,1301 S 46th Street,-122.272863,37.8708393
21-00912,Civil: Civil Information Report,2021-03-06 00:00,Campus Campus,-122.272863,37.8708393
21-00913,626.6: PC; Nonstudent Refuse to Leave Campus (Amended) 11364: HS; Possess Controlled Substance Paraphernalia,2021-07-10 11:25,Gill Tract Rev 090418,-122.272863,37.8708393
21-00914,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-07-08 17:26,Life Science Addition Life Science Addition,-122.272863,37.8708393
21-00915,273 A(B): PC; Willful Cruelty to Child Other Than Gbi/Death Scanned: Add Scanned Documents to Report,2021-07-11 16:31, Uva,-122.272863,37.8708393
21-00916,594: PC; Malicious Mischief/Vandalism,2021-07-11 21:27,Simon Hall,-122.25268594356828,37.8698778
21-00917,Caslty: Injury/Illness,2021-07-12 06:34,Lbnl31 Lbnl31,-122.272863,37.8708393
21-00918,594 (A)(3): PC; Vandalism:destroy Other's Property,2021-07-12 00:52,Cesar Chavez Center Cesar Chavez Center,-122.260364,37.86962
21-00920,261 (2): PC; Rape By Force/Fear (Amended) 209 (B)(1): PC; Kidnap to Commit Robbery/Rape/289 Pc/Etc 243.4 (A): PC; Sexual Battery 459: PC; Burglary: First Degree,2021-07-12 18:12,2500 block Haste St,-122.272863,37.8708393
21-00921,"OUT WRTM: Other Agency Warrant, Misd 626: Exclusion Order Issued Scanned: Add Scanned Documents to Report",2021-07-12 21:32,600 Gooding Wy,-122.272863,37.8708393
21-00922,594 (A): PC; Vandalism [under $1000],2021-07-13 09:15,Hearst Gym Hearst Gym,-122.272863,37.8708393
21-00923,Civil: Civil Information Report,2021-07-13 11:01,Morgan Hall,-122.2642396569932,37.87334245
21-00924,OABPD: Outside Assist - BPD 459V-F: PC; Burglary Vehicle,2021-07-13 13:43,2400 BLOCK DURANT,-122.272863,37.8708393
21-00925,10-42: Welfare Check,2021-07-13 16:14,Campus Campus,-122.272863,37.8708393
21-00926,"OUT WRTF: Other Agency Warrant, Fel",2021-07-13 18:59,Bancroft Wy,-122.28565157020569,37.86528873030079
21-00927,Caslty: Injury/Illness,2021-05-27 12:30,1301 S 46th Street,-122.272863,37.8708393
21-00928,273.5 (A): PC; Inflict Corporal Injury On Spouse/Cohabitant Scanned: Add Scanned Documents to Report,2021-07-14 02:00,800 block Ohlone Av,-122.272863,37.8708393
21-00929,451: PC; Malicious Set/Etc Fire to Property/Etc,2021-07-14 03:30,46TH  MEADE ST,-122.272863,37.8708393
21-00930,Caslty: Injury/Illness,2021-07-14 09:24,Calvin Lab Calvin Lab,-122.272863,37.8708393
21-00931,Lost Prop.: Lost Property,2020-10-07 09:06,Unknown,-122.272863,37.8708393
21-00932,484 (A): PC; Petty Theft,2021-07-08 00:00,2400 Durant Av,-122.260114,37.86724
21-00933,Lost Prop.: Lost Property,2021-07-14 13:31,1400 Fitzgerald Dr,-122.272863,37.8708393
21-00934,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-14 12:30,Uva Uva,-122.272863,37.8708393
21-00935,148.4 (A)(2): PC; Send/Etc False Fire Alarm By Any Method Scanned: Add Scanned Documents to Report,2021-07-14 17:05,Lower Sproul Garage Lower Sproul Garage,-122.2606309,37.8688322
21-00936,626.6 (A): PC; Nonstudent Refuse to Leave Campus 626: Exclusion Order Issued,2021-07-14 19:39,West Crescent  University Dr,-122.272863,37.8708393
21-00937,459V-F: PC; Burglary Vehicle 466: PC; Possess/Etc Burglary Tools,2021-07-12 00:02,Jackson St,-122.272863,37.8708393
21-00938,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-14 15:30,Upper Hearst Structure Upper Hearst Structure,-122.25735335427164,37.8757656
21-00940,242: PC; Battery OA-BATTERY: Outside Assist - Battery,2021-07-10 00:01,Lake Tahoe Area,,
21-00942,PRODAM: Property Damage,2021-07-15 19:26,Peoples Park Peoples Park Rev 090418,-122.272863,37.8708393
21-00943,594 (A)(2): VC; Vandalism Less Than $400,2021-07-15 14:36,Uva Uva,-122.272863,37.8708393
21-00944,Caslty: Injury/Illness,2021-07-16 21:05,Peoples Park Peoples Park Rev 090418,-122.272863,37.8708393
21-00945,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-07-16 12:07,Ellsworth Parking Structure Structure C,-122.257208,37.875746
21-00946,MISC: Miscellaneous Report,2021-07-17 01:22,2415 Dwight Wy,-122.26055853746672,37.8653537
21-00947,OABPD: Outside Assist - BPD 23152 (A): VC; Dui Alcohol,2021-07-17 00:04,Bancroft Wy,-122.28565157020569,37.86528873030079
21-00948,626: Exclusion Order Issued Scanned: Add Scanned Documents to Report,2021-07-17 06:34,Upper Sproul Pz Upper Sproul Pz Rev 090418,-122.272863,37.8708393
21-00950,MISC: Miscellaneous Report,2021-07-18 06:30,Lbnl46 Lbnl46,-122.272863,37.8708393
21-00951,594 (A)(1): PC; Maliciously Deface W/Paint/Etc,2021-07-18 09:39,Spieker Pool Spieker Pool Rev 090418,-122.262115926876,37.86872835
21-00953,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2017-10-01 00:00,East Asian Library East Asian Library,-122.260006,37.873572
21-00954,PRODAM: Property Damage,2021-07-15 22:27,2420 Bowditch St,-122.25621354959466,37.86610367095072
21-00955,647 (E): PC; Disorderly Conduct:lodge Without Owners Consent,2021-07-19 10:54,2536 Channing Wy,-122.25736188372092,37.86703753488372
21-00956,Lost Prop.: Lost Property,2021-07-15 22:30,Davis Hall,-122.25827894836976,37.87452305
21-00957,FIRE: Fire,2021-07-19 19:15,1301 S 46th Street,-122.272863,37.8708393
21-00958,594: PC; Malicious Mischief/Vandalism,2021-07-19 21:36,2650 Durant Av,-122.2552301968402,37.86782
21-00959,Found Prop.: Found Property,2021-07-20 00:39,2650 Haste St,-122.2560025249778,37.86647419644383
21-00960,OA Assist: Outside Agency Assist 664 /211: PC; Attempted Robbery,2021-07-20 00:10,1700 BLK Spruce St,-122.265853,37.876821
21-00961,Caslty: Injury/Illness,2021-07-20 08:39,3200 Regatta Blvd,-122.272863,37.8708393
21-00962,484 (A): PC; Theft,2021-07-20 02:15,945 Ohlone Av,-122.272863,37.8708393
21-00963,211: PC; Robbery:second Degree UCBPD-WAR-F: Felony Warrant From Ucbpd,2021-07-20 04:00,2301 Bancroft Wy,-122.260816,37.868605
21-00964,626.6 (A): PC; Nonstudent Refuse to Leave Campus 626: Exclusion Order Issued 11364 (A): HS; Possess Unlawful Paraphernalia (Renumbered) SUPP: Supplemental Reports,2021-07-20 16:25,Gill Tract,-122.272863,37.8708393
21-00966,459: PC; Burglary: First Degree,2021-07-20 18:21,Haviland Hall,-122.2611045603687,37.8737907
21-00967,459V-F: PC; Burglary Vehicle,2021-07-20 23:55,Underhill Lot,-122.272863,37.8708393
21-00968,Lost Prop.: Lost Property,2021-07-21 11:30,Interstate80 West,-122.272863,37.8708393
21-00969,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2021-07-21 05:45,400 Ohlone 103 Rev 090418,-122.287880783,37.87704797
21-00970,Found Prop.: Found Property,2021-07-22 05:00,2700 Bancroft Wy,-122.25707242207793,37.86907978571429
21-00971,594 (A)(1): PC; Vandalism: Deface Property,2021-07-22 00:30,Hearst Field Annex Hearst Field Annex,-122.2581812086218,37.86943305
21-00972,Caslty: Injury/Illness,2021-07-22 09:15,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
21-00973,Caslty: Injury/Illness,2021-07-22 10:32,Faculty Glade Faculty Glade,-122.256521,37.871336
21-00974,594: PC; Malicious Mischief/Vandalism,2021-07-22 20:45,2199 Addison St,-122.2665321343369,37.87196635
21-00975,459: PC; Burglary: Second Degree,2021-07-23 17:16,GILL TRACT Rev 090418,-122.272863,37.8708393
21-00976,484 (A): PC; Theft,2021-07-23 19:00,1005 6th Street,-122.272863,37.8708393
21-00977,Caslty: Injury/Illness,2021-07-24 11:10,2601 Warring St,-122.250147,37.864041
21-00978,MISC: Miscellaneous Report,2021-07-24 14:37,Alta Bates,-122.2709138051802,37.86306425
21-00979,INFO: Information Only Report,2021-05-20 09:13,Campus Campus,-122.272863,37.8708393
21-00980,Caslty: Injury/Illness,2021-07-24 21:02,Bowles Lot,-122.25350311649362,37.87334125
21-00981,Caslty: Injury/Illness,2021-07-24 23:27,2001 Gayley Rd,-122.25611709380318,37.87475781058154
21-00982,Found Prop.: Found Property,2021-07-25 16:15,Bancroft Wy,-122.28565157020569,37.86528873030079
21-00983,20002 (A): VC; Hit and Run:property Damage,2021-07-26 08:57,Centennial Dr,-122.24849847257846,37.8719471782372
21-00984,242: PC; Battery,2021-07-26 09:45,Uva Uva,-122.272863,37.8708393
21-00985,PRODAM: Property Damage,2021-07-26 15:31,2400 Durant Av,-122.260114,37.86724
21-00986,Caslty: Injury/Illness,2021-07-26 18:27,1080 Monroe St,-122.272863,37.8708393
21-00987,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2021-07-27 11:10,405 Red Oak Av,-122.272863,37.8708393
21-00988,Lost Prop.: Lost Property,2021-07-27 12:37,2220 Piedmont Av,-122.25286288751197,37.87097791199431
21-00989,10-42: Welfare Check,2021-07-27 17:16,Bancroft Wy,-122.28565157020569,37.86528873030079
21-00990,314: PC; Indecent Exposure Scanned: Add Scanned Documents to Report,2021-07-28 00:28,Lower Sproul Garage Lower Sproul Garage,-122.2606309,37.8688322
21-00991,Found Prop.: Found Property,2021-07-28 00:54,FultonKittridge,-122.272863,37.8708393
21-00993,484: PC; Theft 211: PC; Robbery,2021-07-28 09:20,Spieker Pz Spieker Pz Center St,-122.261621,37.869196
21-33574,manually added,,Rev 090418,-122.272863,37.8708393
21-00994,PRODAM: Property Damage,2021-07-29 08:17,6035 Telegraph Av,-122.261293,37.8470453
21-00995,484: PC; Petty Theft,2021-07-28 19:30,580 Ohlone Av,-122.272863,37.8708393
21-00996,459V-F: PC; Burglary Vehicle,2021-07-28 20:10,Foothill Lot,-122.25298596214569,37.8741938
21-00997,INFO: Information Only Report Scanned: Add Scanned Documents to Report,2021-07-29 13:45,Fielding Field Fielding Field,-122.272863,37.8708393
21-00998,459V-F: PC; Burglary Vehicle,2021-07-29 13:41,Upper Hearst Structure Upper Hearst Structure,-122.25735335427164,37.8757656
21-00999,Lost Prop.: Lost Property,2021-06-24 08:32,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
